Ticker,Volume,Short Float,Short Ratio
RGTI,"73,666,661",15.13%,1.35
GTLB,"24,234,335",15.17%,3.06
ADTN,"3,145,869",15.44%,4.72
LAC,"40,579,942",15.49%,2.88
VOYG,"2,015,043",15.51%,4.08
DMRC,"337,695",15.63%,10.54
SMCI,"54,503,179",15.69%,2.01
IREN,"51,256,372",15.71%,1.22
RDW,"35,906,939",15.75%,0.94
OPEN,"56,755,466",15.82%,3.44
FDS,"1,160,554",15.86%,6.06
LGIH,"643,789",15.92%,6.38
APPN,"1,937,581",16.06%,7.04
LRN,"959,702",16.14%,8.85
CHPT,"656,903",16.21%,7.35
CLFD,"347,391",16.28%,7.28
SWKS,"6,766,662",16.33%,6.15
CIFR,"28,818,916",16.46%,2.17
ACHR,"48,422,658",16.84%,2.98
ABAT,"7,388,325",16.95%,5.07
TDC,"2,342,500",17.24%,7.34
SMR,"63,689,328",17.85%,2.01
HNGE,"1,740,022",17.93%,3.40
AMPX,"10,561,565",18.01%,2.34
RZLT,"5,462,197",18.14%,7.20
ABCL,"8,014,668",18.30%,7.44
AISP,"1,505,740",18.66%,9.02
RIVN,"39,035,324",18.94%,5.06
MNDY,"2,747,466",18.96%,4.32
MP,"6,571,898",19.03%,4.46
VSXY,"9,841,854",19.11%,5.22
SAIL,"6,705,137",19.22%,3.76
DEI,"2,702,879",19.31%,12.11
DBX,"4,230,986",19.34%,7.16
QS,"21,325,390",19.43%,5.06
PENG,"4,839,565",19.56%,4.43
TXG,"3,055,445",19.64%,8.64
SVV,"1,380,988",19.89%,6.33
BIRK,"2,509,884",20.07%,4.54
RLAY,"11,481,492",20.12%,8.19
ASTS,"21,089,867",20.21%,2.79
VUZI,"1,908,552",20.26%,9.11
ASPI,"7,306,690",20.44%,4.56
HUMA,"8,917,694",20.44%,5.68
AMCX,"640,719",20.73%,14.31
PACB,"7,936,196",20.96%,9.78
CCCC,"4,004,785",21.21%,7.16
NNE,"3,304,470",21.27%,4.02
CORZ,"19,593,694",21.32%,4.54
TE,"38,667,239",21.63%,2.07
PSNL,"2,420,205",22.16%,6.60
PK,"5,728,592",22.30%,9.83
PGY,"4,979,965",22.90%,4.13
KULR,"5,398,497",23.28%,5.40
UHAL,"323,130",23.43%,7.61
ENPH,"8,295,686",23.50%,4.16
KSS,"6,658,892",24.05%,4.68
FLNC,"24,303,866",25.13%,3.09
METC,"2,231,742",26.18%,6.49
BBAI,"49,455,076",26.30%,3.18
ENVX,"10,683,989",26.82%,7.68
BRUN,"2,452,413",27.29%,3.84
QUBT,"25,221,251",29.71%,3.15
TRIP,"4,867,912",29.74%,8.51
SLS,"10,266,859",30.81%,7.30
DDD,"6,847,155",31.12%,11.57
PATH,"60,396,518",31.15%,3.78
ONDS,"90,483,982",31.36%,1.96
EOSE,"26,313,590",31.57%,4.08
EVGO,"6,531,717",33.66%,9.82
CLSK,"26,245,359",34.12%,4.03
LFVN,"2,543,978",34.23%,16.66
CSIQ,"4,562,608",34.64%,5.69
AI,"10,080,477",35.39%,9.10
ASAN,"8,087,737",36.84%,4.78
BTDR,"11,442,001",41.41%,6.68
