Ticker,Volume,Short Float,Short Ratio
NPWR,"2,652,837",15.01%,2.99
WKHS,"16,117,436",15.03%,0.92
PENG,"4,209,437",15.09%,9.85
SBH,"2,028,551",15.13%,8.07
LENZ,"383,797",15.13%,12.64
MNMD,"1,231,854",15.19%,9.89
IRON,"406,531",15.22%,8.01
EBS,"1,781,129",15.39%,6.36
VRDN,"938,826",15.40%,13.68
MIRM,"703,093",15.53%,14.54
FBIO,"222,309",15.59%,16.69
COLL,"449,516",15.64%,15.18
ATYR,"4,356,832",15.86%,5.97
ALB,"4,018,921",15.97%,5.18
KALV,"3,005,819",16.25%,6.57
MAZE,"199,788",16.40%,14.92
VAL,"1,724,877",16.46%,6.01
DAWN,"1,411,612",16.89%,9.30
CADL,"3,050,642",17.06%,6.77
QS,"49,196,001",17.14%,3.17
KLG,"4,750,128",17.46%,12.35
FOUR,"2,234,501",17.55%,6.69
COGT,"11,750,269",17.57%,7.12
PROK,"209,372,610",17.84%,2.49
PGEN,"9,419,707",18.64%,16.35
UPB,"527,783",18.64%,8.90
GLUE,"548,856",19.29%,16.68
NRIX,"964,997",19.32%,16.45
SAVA,"1,135,137",19.58%,7.58
CIFR,"45,907,877",19.86%,1.75
AI,"6,978,116",19.97%,4.23
ARCT,"837,413",20.00%,10.86
MDGL,"351,806",20.68%,12.48
LXRX,"7,673,552",21.22%,7.45
DFH,"510,926",21.67%,13.68
PLUG,"229,201,392",22.25%,1.96
NMRA,"3,145,911",22.30%,13.96
OCGN,"6,017,299",22.73%,11.54
AAOI,"5,497,858",23.29%,2.69
PGY,"2,297,007",23.62%,4.28
BKKT,"713,523",23.72%,3.16
BEAM,"3,947,609",24.21%,10.49
NUVB,"13,885,943",24.80%,10.09
BE,"21,744,467",24.82%,8.56
BLNK,"3,522,359",25.43%,6.68
CLSK,"29,123,267",25.58%,2.56
CRSP,"5,309,062",25.86%,8.21
VKTX,"5,619,914",26.13%,7.50
TNGX,"3,167,572",26.60%,5.63
BBAI,"168,441,931",27.93%,0.67
ENVX,"10,773,310",28.29%,8.41
CRDF,"1,330,399",28.46%,14.11
IMVT,"1,474,371",29.05%,14.32
PCT,"6,584,278",29.18%,13.12
DNTH,"1,367,316",29.96%,22.39
NTLA,"6,853,282",30.48%,6.61
WULF,"43,911,391",30.48%,2.04
FLNC,"5,294,067",31.25%,4.62
MBX,"456,429",31.35%,14.78
FLWS,"989,206",33.95%,15.95
SOUN,"67,689,752",34.23%,3.74
ANAB,"895,981",34.62%,14.40
SANA,"11,614,893",34.73%,10.43
PRME,"8,723,179",35.79%,6.52
SYM,"1,764,997",36.17%,9.52
IEP,"1,385,284",40.10%,15.81
RILY,"1,404,365",49.79%,8.12
