Ticker,Volume,Short Float,Short Ratio
PUMP,"3,288,741",15.08%,4.69
CDLX,"34,845,731",15.10%,1.71
STEM,"866,048",15.27%,2.20
UAMY,"14,814,089",15.28%,2.44
OKLO,"24,658,491",15.45%,0.90
IONQ,"32,757,150",15.70%,2.02
LXRX,"3,486,096",15.80%,8.99
WRAP,"439,885",15.87%,18.53
OLMA,"930,453",15.92%,10.62
METC,"4,317,281",15.92%,1.91
CLF,"26,689,006",15.99%,3.33
TRML,"851,229",16.00%,3.61
RGTI,"140,906,461",16.26%,1.09
BTSG,"2,952,214",16.29%,6.13
RR,"48,201,580",16.40%,0.75
NRGV,"5,004,567",16.60%,6.05
MVIS,"7,889,436",16.83%,7.68
SLDB,"2,656,607",16.88%,7.76
IMNM,"3,865,036",17.01%,13.17
HUT,"7,170,117",17.10%,2.73
PSQH,"3,531,250",17.62%,5.15
CRVS,"917,824",17.64%,13.88
RIG,"38,913,603",17.77%,4.91
OCGN,"13,323,811",17.78%,12.52
DIN,"665,368",17.87%,5.32
NXE,"8,930,895",18.26%,12.39
QURE,"69,703,738",18.48%,7.92
LTBR,"3,168,257",18.78%,2.64
ASTS,"11,297,196",19.35%,3.55
MTSR,"2,541,135",19.49%,5.01
CLSK,"40,583,005",19.56%,2.17
VTLE,"1,955,146",19.85%,3.96
BBAI,"132,604,004",20.12%,0.61
SPCE,"4,281,808",20.13%,3.35
QBTS,"66,119,355",20.13%,1.49
BLNK,"3,765,113",20.13%,5.36
QUBT,"39,952,147",20.16%,1.21
RIVN,"50,529,235",20.38%,3.67
LEU,"1,594,310",20.76%,2.50
WTI,"3,101,348",20.80%,13.75
CIFR,"45,877,532",21.07%,1.62
ASPI,"5,999,913",21.24%,3.22
BKKT,"6,510,768",21.27%,1.60
FLNC,"13,820,741",21.87%,3.32
CTMX,"13,306,440",21.97%,10.41
BKSY,"2,287,503",22.20%,2.88
RIOT,"59,148,858",22.41%,1.91
KRRO,"289,566",22.86%,7.15
PBF,"3,804,158",22.98%,5.28
MBX,"2,517,037",23.72%,4.18
PDYN,"3,571,650",23.76%,2.53
TKNO,"790,490",25.26%,9.43
BTDR,"5,781,151",25.27%,4.91
VUZI,"2,531,867",26.34%,8.89
NTLA,"7,449,167",27.31%,5.52
CRK,"4,000,426",27.50%,8.16
SERV,"15,264,752",27.67%,1.70
NNE,"4,072,572",28.20%,2.27
DDD,"6,417,322",28.95%,9.22
SEI,"3,420,151",29.20%,4.66
EOSE,"32,521,543",30.27%,5.51
PLUG,"169,117,250",32.42%,4.69
SOUN,"63,011,030",32.94%,2.05
AIRS,"1,052,323",38.22%,8.42
