Ticker,Volume,Short Float,Short Ratio
PTLO,"1,513,158",15.03%,7.09
HRMY,"1,476,157",15.15%,8.40
GPRO,"9,153,598",15.17%,3.14
GME,"9,153,973",15.41%,8.16
ACDC,"1,575,923",15.42%,3.27
OPEN,"43,338,289",15.55%,2.89
PBI,"8,018,854",15.74%,8.16
DMRC,"285,832",15.75%,10.75
SLG,"1,715,336",15.93%,7.81
UUUU,"12,198,238",15.95%,3.10
ERAS,"11,144,440",16.00%,5.66
DFTX,"1,804,120",16.03%,8.50
QBTS,"33,782,045",16.46%,2.10
OPTX,"1,213,546",16.51%,1.01
CAL,"645,469",16.62%,8.40
ABAT,"4,276,591",16.72%,5.25
AMCX,"457,911",16.88%,11.61
INV,"1,698,633",17.02%,4.91
OKLO,"17,962,285",17.07%,2.50
CAKE,"1,479,022",17.28%,6.18
AISP,"595,170",17.56%,7.82
TSHA,"2,992,694",17.95%,15.08
AESI,"6,438,056",18.02%,3.66
CHPT,"732,718",18.25%,7.95
SVV,"1,134,777",18.55%,6.28
TSSI,"2,603,887",18.66%,2.93
MPLT,"608,828",18.69%,6.38
BIRK,"2,716,959",19.30%,4.52
TGTX,"2,285,794",19.54%,15.67
NNE,"2,563,784",19.89%,4.51
CRWV,"31,697,299",20.19%,2.33
SMR,"54,408,892",20.19%,2.06
CORZ,"15,263,467",20.50%,5.02
INBX,"2,731,328",20.70%,9.54
NVTS,"83,043,915",20.88%,1.94
URGN,"1,755,864",20.91%,10.54
DNUT,"2,457,909",20.94%,8.23
FWRD,"1,548,980",21.30%,6.85
ABCL,"5,305,671",21.69%,14.13
IMVT,"1,853,429",22.20%,13.33
IONQ,"34,409,940",22.64%,3.23
RDW,"47,229,931",22.67%,1.29
ASST,"6,564,527",22.68%,3.19
BCAX,"603,440",23.35%,17.69
WTI,"17,213,706",23.37%,3.06
LEU,"1,337,556",23.46%,4.38
RHI,"3,876,942",23.63%,6.56
RUM,"2,634,789",23.68%,11.60
TWST,"2,022,869",24.13%,10.94
ALMU,"2,538,935",25.07%,3.33
CADL,"2,543,290",25.17%,11.18
SMMT,"8,238,204",25.81%,12.49
CRVS,"3,375,029",26.47%,9.77
LUNR,"14,026,601",27.37%,2.51
ABSI,"5,626,426",28.22%,10.20
QUBT,"16,166,724",28.98%,4.42
BETR,"642,969",29.10%,5.12
ENVX,"6,635,598",29.29%,8.98
NTST,"2,019,248",29.85%,19.57
FLWS,"3,582,473",30.16%,13.80
MARA,"52,854,337",30.51%,2.34
BYND,"132,092,985",31.55%,3.19
VELO,"3,627,746",31.95%,1.73
CRML,"18,265,323",32.97%,1.52
FRMM,"2,547,846",35.60%,2.62
SOUN,"34,845,029",36.82%,5.37
JACK,"1,215,100",37.16%,8.15
WOLF,"9,009,854",43.40%,5.61
GRPN,"3,486,515",52.99%,8.70
