Ticker,Volume,Short Float,Short Ratio
MLYS,"1,493,365",15.07%,5.28
CDLX,"122,758,174",15.10%,4.58
DOCN,"2,825,229",15.24%,3.99
UAMY,"6,728,516",15.33%,2.75
AISP,"1,513,111",15.40%,2.90
OKLO,"27,865,015",15.45%,0.98
IONQ,"45,655,684",15.71%,2.13
CNXC,"750,657",15.75%,9.53
LXRX,"5,611,491",15.80%,8.95
WRAP,"384,032",15.87%,21.52
METC,"6,356,126",15.92%,1.99
OLMA,"1,046,689",15.92%,10.98
TRML,"1,572,991",16.00%,3.83
HROW,"887,879",16.04%,9.33
CRNX,"1,154,134",16.06%,14.57
RGTI,"113,371,430",16.27%,1.21
RR,"45,466,850",16.40%,0.87
DMAC,"430,605",16.42%,9.49
NRGV,"6,560,383",16.45%,6.81
FUBO,"15,858,311",16.47%,3.69
EZPW,"1,556,510",16.48%,12.51
LITE,"3,516,212",16.61%,3.75
GCMG,"683,356",16.67%,15.61
MVIS,"8,144,163",16.83%,7.50
MIRM,"704,153",16.88%,11.32
HUT,"8,925,880",17.10%,2.79
GEVO,"6,292,734",17.12%,6.70
RLAY,"2,500,653",17.46%,11.91
VERA,"1,744,708",17.48%,5.74
WBTN,"1,033,446",17.72%,3.11
LYFT,"25,934,988",17.75%,3.27
OCGN,"13,057,292",17.78%,12.84
GLUE,"1,732,467",17.85%,8.42
CLB,"624,829",17.92%,15.43
DLO,"2,861,434",18.08%,6.06
YOU,"1,709,646",18.10%,9.61
SBH,"2,071,949",18.72%,8.97
ETSY,"7,244,511",19.00%,3.35
EXPI,"1,078,234",19.08%,16.07
CNX,"2,402,191",19.08%,13.04
DNTH,"659,072",19.21%,9.88
INOD,"2,932,660",19.39%,2.27
OPFI,"1,271,139",19.42%,4.37
CLSK,"64,412,585",19.54%,2.28
PLSE,"539,731",19.55%,13.96
CRNC,"2,510,809",19.69%,3.66
AEHR,"2,298,332",20.00%,3.15
MDGL,"475,028",20.06%,10.70
BBAI,"120,813,357",20.12%,0.61
QBTS,"80,266,746",20.13%,1.55
BE,"15,348,959",20.17%,4.11
QUBT,"42,743,818",20.25%,1.34
WT,"4,111,837",20.34%,8.00
RIVN,"48,726,590",20.38%,3.87
LEU,"1,869,043",20.76%,2.54
BMBL,"3,907,714",20.81%,3.12
PRCH,"2,675,764",20.87%,6.10
PRME,"6,198,026",21.00%,4.43
CIFR,"36,486,779",21.29%,1.65
CGON,"1,246,931",21.74%,11.13
ARCT,"1,109,599",21.76%,9.76
FTK,"561,502",22.10%,5.76
STOK,"840,199",23.33%,12.87
AXL,"4,739,196",24.59%,7.02
DNUT,"11,984,935",24.68%,2.70
REAL,"4,319,013",24.87%,6.28
VUZI,"1,893,642",26.34%,10.93
SERV,"13,094,096",27.07%,1.94
IRBT,"2,355,592",27.19%,4.22
SPHR,"1,334,338",27.25%,7.97
PGY,"3,484,371",27.36%,3.42
NTLA,"16,443,828",27.43%,6.01
BTDR,"7,592,650",27.75%,4.96
BEAM,"3,822,428",27.90%,9.89
WOLF,"60,469,983",28.07%,0.73
MARA,"82,889,385",28.13%,2.02
NNE,"4,104,319",28.20%,2.33
EAF,"471,052",28.57%,22.62
DDD,"5,198,308",28.94%,8.01
SEI,"3,612,739",29.21%,5.26
CHRS,"3,051,945",30.21%,23.93
EOSE,"21,768,294",30.27%,5.89
PLUG,"126,656,695",32.41%,5.43
SOUN,"84,258,490",32.94%,2.20
RILY,"1,356,457",36.06%,4.40
HIMS,"37,003,993",36.83%,2.08
TNGX,"3,693,262",38.50%,12.45
RKT,"21,758,555",47.59%,5.51
PLCE,"1,173,826",53.15%,4.49
IBRX,"10,767,184",76.59%,8.71
