Ticker,Volume,Short Float,Short Ratio
KD,"9,374,453",15.07%,7.28
LIFE,"3,265,459",15.29%,2.81
RZLV,"16,379,180",15.38%,2.48
MED,"347,637",15.72%,6.94
INSP,"1,448,278",16.00%,3.74
TIC,"2,816,278",16.11%,8.03
CBC,"1,473,079",16.13%,7.31
APPN,"1,248,271",16.30%,6.40
REAL,"3,456,265",16.52%,5.30
PRGO,"8,190,186",16.65%,6.81
UFPT,"341,470",16.74%,5.63
SDGR,"1,717,917",16.74%,8.22
SGMT,"2,137,337",16.82%,8.92
GCT,"851,365",17.25%,6.60
FSLY,"14,652,760",17.57%,3.48
IT,"2,355,222",17.61%,7.05
WRBY,"4,143,827",17.70%,5.43
FRPT,"6,436,169",18.03%,5.47
IKT,"1,108,540",18.35%,21.30
CAKE,"1,485,162",19.49%,6.26
SVV,"1,080,484",19.56%,7.37
VYX,"4,430,937",19.83%,11.40
WHR,"3,866,297",20.01%,4.16
DNTH,"1,051,858",20.10%,9.07
LBRX,"317,745",20.52%,14.92
ARDT,"1,016,051",20.64%,8.31
TNDM,"3,470,809",20.65%,5.39
DBX,"4,082,140",20.66%,7.05
WIX,"2,115,723",21.80%,4.67
KVYO,"13,446,560",22.04%,3.73
FUBO,"3,759,993",22.75%,4.54
LOVE,"394,884",23.57%,15.76
TWST,"3,295,401",23.65%,8.21
AMCX,"1,452,688",23.91%,10.91
MMED,"1,043,498",24.42%,6.13
BOBS,"1,899,728",24.52%,6.80
SPHR,"863,423",24.88%,9.14
PGEN,"16,936,790",25.76%,8.54
DDD,"9,755,690",28.07%,9.38
PATH,"91,836,746",28.90%,1.91
FIG,"45,749,586",33.16%,3.04
IBTA,"570,839",35.13%,14.62
ORIC,"2,138,163",35.15%,12.59
GRND,"1,820,471",36.60%,5.17
