Ticker,Volume,Short Float,Short Ratio
GEVO,"6,704,622",15.07%,5.64
LAC,"86,628,083",15.07%,0.88
COGT,"2,335,395",15.11%,8.88
RCUS,"1,877,797",15.14%,11.84
HUT,"6,915,728",15.47%,2.54
PVLA,"204,927",15.61%,6.32
CDTX,"880,098",15.73%,3.98
UAMY,"42,858,368",15.99%,2.03
DFLI,"54,179,620",16.02%,0.29
SKYT,"2,596,216",16.13%,3.05
DOCN,"3,855,956",16.29%,3.83
JANX,"1,119,415",16.45%,10.98
CGEM,"1,869,992",16.56%,9.30
BTSG,"3,702,445",16.70%,5.55
SION,"405,151",16.71%,16.77
GLUE,"1,796,801",16.87%,6.75
PHLT,"1,989,523",16.93%,9.83
AMPX,"11,241,055",17.03%,2.01
QBTS,"88,442,401",17.05%,1.12
BLNK,"5,458,389",17.10%,3.80
BTBT,"54,471,054",17.25%,1.57
SPCE,"5,920,429",17.34%,2.48
ACHR,"58,610,990",17.47%,2.33
MVST,"17,811,154",17.57%,4.76
BCAX,"948,394",17.62%,13.45
CRML,"63,243,367",17.67%,0.38
TMC,"27,867,349",17.96%,2.47
BE,"28,675,335",18.50%,3.17
GALT,"517,580",18.56%,26.99
CRVS,"1,078,412",18.56%,16.03
MP,"49,588,848",19.22%,1.57
ORIC,"1,251,744",20.04%,9.06
ASTS,"13,122,427",20.25%,3.51
CLSK,"34,895,713",20.92%,2.13
WTI,"10,717,720",21.17%,13.52
ASPI,"24,971,528",21.42%,2.95
FTK,"464,454",21.60%,6.47
CIFR,"57,795,685",21.69%,1.64
CORZ,"19,659,545",21.75%,4.08
IONQ,"49,126,109",21.83%,2.51
BBAI,"209,795,001",21.90%,0.85
SLS,"5,545,381",22.36%,10.35
RCAT,"15,530,819",22.96%,1.89
STOK,"1,017,967",23.40%,10.60
BKKT,"2,595,145",23.42%,1.13
NGNE,"224,162",23.51%,17.77
BTDR,"11,942,431",23.61%,4.42
RR,"49,628,840",23.68%,0.75
APGE,"1,096,038",23.88%,14.72
LEU,"1,932,314",24.04%,2.84
ABSI,"6,936,160",25.32%,5.84
KRRO,"259,507",25.99%,6.64
SMR,"29,864,435",26.55%,2.02
NNE,"7,393,408",27.30%,1.94
NVTS,"128,623,208",28.25%,1.73
INDI,"4,868,818",28.81%,13.59
NTLA,"6,934,065",29.28%,5.35
FLNC,"10,117,567",29.81%,4.03
EOSE,"41,506,660",30.15%,4.91
SERV,"18,499,024",30.87%,1.53
SEI,"4,839,332",31.72%,4.06
APLD,"55,791,817",32.33%,2.25
ENVX,"11,818,683",34.57%,7.01
PLUG,"188,208,419",34.80%,4.18
PLCE,"1,027,252",44.72%,3.92
AIRS,"1,189,060",46.24%,9.21
TNGX,"3,416,116",52.56%,17.05
ZBIO,"310,298",54.69%,23.56
