Ticker,Volume,Short Float,Short Ratio
PL,"12,710,375",15.25%,3.28
CRWV,"36,043,197",15.36%,1.66
AMPX,"7,527,945",15.53%,2.50
UUUU,"28,785,247",16.03%,2.66
GME,"8,419,951",16.10%,9.75
RES,"2,169,421",16.84%,9.30
IREN,"43,137,652",17.43%,1.34
WYFI,"1,869,004",17.74%,1.49
MIRM,"1,025,706",17.79%,10.22
WT,"6,918,691",18.28%,6.57
ARRY,"8,562,033",18.40%,4.26
AAOI,"11,650,458",18.64%,2.37
CWH,"2,386,097",18.71%,4.63
LE,"483,875",19.02%,7.59
WTI,"2,323,174",19.64%,13.08
UA,"8,142,229",20.19%,3.91
KNTK,"1,384,493",20.96%,7.94
RR,"106,231,200",21.22%,1.07
MUX,"2,846,853",21.24%,8.33
UAMY,"15,812,009",21.67%,2.08
RCAT,"18,129,566",21.81%,2.18
SATS,"5,615,991",23.59%,5.71
FLNC,"6,031,114",24.30%,3.65
EVGO,"3,916,104",24.35%,8.89
RDW,"53,623,007",24.38%,1.29
CELC,"1,953,861",24.53%,11.04
AXL,"4,093,321",24.64%,8.72
RUN,"11,171,868",25.02%,7.41
PDYN,"69,835,848",25.13%,4.10
LEU,"1,805,201",26.32%,4.02
ASTS,"18,353,110",27.32%,2.83
CHRS,"3,417,033",28.90%,16.50
LUNR,"16,787,117",31.16%,2.91
SNBR,"914,650",34.00%,6.87
NVAX,"5,304,731",34.40%,11.82
IBRX,"34,542,952",38.38%,5.33
