Ticker,Volume,Short Float,Short Ratio
PRMB,"5,672,435",15.09%,8.17
SWKS,"5,317,664",15.13%,5.81
BBBY,"3,421,782",15.47%,3.86
RGTI,"56,166,836",15.48%,1.47
UMAC,"6,696,791",15.57%,1.40
TVTX,"3,112,493",15.74%,6.67
GALT,"422,858",15.74%,20.68
HZO,"438,349",16.19%,8.33
DMRC,"244,916",16.50%,11.33
CIFR,"34,299,583",16.81%,2.21
AMCX,"605,035",17.00%,11.90
SEDG,"7,110,648",17.08%,2.48
CHPT,"896,976",17.25%,7.61
PRKS,"1,564,605",17.27%,7.80
BRZE,"5,342,184",17.33%,4.76
CLFD,"1,071,297",17.45%,8.78
SPIR,"2,888,364",17.92%,3.45
PENG,"2,217,024",17.96%,4.21
IREN,"83,967,429",18.01%,1.44
GETY,"3,269,185",18.35%,7.94
TBCH,"377,328",18.43%,8.92
LUNR,"29,640,964",18.50%,1.94
VSCO,"2,858,500",18.77%,5.28
MBC,"8,426,957",18.85%,8.48
ABCL,"6,428,404",18.87%,7.93
BIRK,"3,421,146",18.96%,4.28
AEVA,"4,989,429",19.06%,4.42
ARRY,"9,216,629",19.19%,5.37
PDYN,"2,697,829",19.82%,2.79
BHVN,"4,782,881",19.83%,11.43
NVTS,"35,849,511",19.86%,1.39
QS,"29,885,430",19.92%,5.32
VUZI,"2,582,220",20.70%,9.98
ASTS,"34,849,429",20.82%,3.04
WW,"442,551",20.93%,5.15
PSNL,"2,451,054",21.15%,6.54
TE,"77,902,317",21.60%,1.98
RUM,"4,742,268",21.62%,8.59
CORZ,"16,130,271",21.81%,4.69
SPCE,"33,491,249",21.85%,2.65
KULR,"4,286,769",22.05%,5.46
ASPI,"7,547,071",22.09%,5.20
SG,"8,733,711",22.41%,4.75
BKKT,"1,817,561",22.57%,2.71
BKSY,"2,226,578",22.68%,3.39
JBLU,"36,416,346",23.00%,2.54
IONQ,"29,455,071",23.00%,2.85
TWST,"1,305,725",23.36%,10.84
GLSI,"176,167",23.51%,10.43
ENPH,"10,929,194",23.68%,4.26
BOBS,"1,568,933",24.53%,6.03
CBRL,"1,206,603",25.42%,5.01
PLUG,"108,226,676",25.79%,4.16
ULCC,"6,354,719",25.97%,4.00
CHH,"628,998",26.45%,10.75
PLAY,"2,477,602",27.32%,5.17
RR,"34,799,684",27.61%,4.94
ENVX,"6,954,074",28.00%,8.19
INDI,"6,870,106",29.08%,10.57
DDD,"5,798,378",29.25%,11.42
VIVO,"3,037,464",29.69%,2.43
SLS,"9,158,320",30.86%,7.60
APLD,"25,533,418",30.95%,3.69
WULF,"36,433,619",30.97%,3.43
SEZL,"1,087,871",31.29%,7.08
NVAX,"9,762,501",31.69%,10.91
CLSK,"27,705,553",36.63%,4.38
LFVN,"1,214,663",36.73%,22.96
BTDR,"18,172,511",41.34%,7.14
WOLF,"16,462,772",56.04%,3.16
GRPN,"2,777,749",59.70%,6.76
