Ticker,Volume,Short Float,Short Ratio
VERV,"10,293,182",15.04%,2.05
SGMT,"1,598,130",15.27%,2.37
DAWN,"1,871,871",15.66%,8.49
TBBK,"1,379,013",15.70%,13.24
CLB,"1,000,370",16.02%,14.84
NMRA,"2,983,145",16.13%,7.91
BLBD,"435,228",16.20%,12.33
RAPP,"188,360",16.21%,16.12
UUUU,"12,581,735",16.52%,2.98
SAVA,"1,087,527",16.68%,6.66
AXL,"4,125,089",16.77%,5.59
WOOF,"5,775,318",16.79%,5.02
FTRE,"2,968,094",16.99%,5.40
LRMR,"1,257,093",17.18%,5.03
HCC,"1,414,159",17.32%,8.81
QS,"65,281,196",17.63%,2.02
ALLO,"3,837,736",17.77%,7.93
OZK,"1,031,037",17.79%,21.41
MED,"264,344",18.00%,8.03
SGML,"4,559,999",18.17%,6.04
TR,"240,621",18.31%,13.81
KRRO,"144,741",18.38%,7.35
WEST,"484,561",18.93%,22.05
FWRD,"872,745",19.19%,6.59
POWL,"327,575",19.27%,6.31
GLUE,"479,464",19.27%,20.41
NRGV,"10,236,935",19.42%,11.56
LUNR,"9,047,651",20.40%,2.93
GCT,"824,539",20.82%,6.63
UPB,"673,869",21.22%,9.99
OPEN,"456,927,488",21.42%,0.85
ETSY,"6,350,134",21.70%,3.95
NNE,"5,577,970",21.80%,1.68
LFVN,"248,890",22.14%,12.38
PGY,"2,859,508",23.14%,3.57
BE,"39,182,692",23.20%,7.81
CIFR,"40,277,178",23.49%,1.76
AEHR,"1,439,102",23.72%,5.51
MVIS,"18,546,008",24.20%,10.06
SMR,"17,591,921",24.29%,2.18
JACK,"1,351,001",24.76%,4.69
BTDR,"5,517,175",24.94%,4.15
STOK,"1,016,903",25.16%,17.17
RIOT,"59,671,799",25.20%,2.12
VKTX,"7,796,945",26.30%,7.96
ENVX,"10,837,094",26.97%,7.02
FFAI,"63,052,824",27.21%,1.88
DNUT,"32,856,616",28.09%,3.15
SANA,"6,557,830",29.92%,8.09
WULF,"47,980,976",30.08%,1.85
CHRS,"2,095,085",30.30%,23.34
AVXL,"3,177,483",30.43%,27.19
WW,"451,706",30.56%,100.85
NTLA,"7,323,649",30.93%,6.40
LQDA,"3,301,477",31.02%,9.28
DNA,"3,093,080",31.50%,8.85
NVAX,"11,035,099",31.55%,5.64
FLWS,"1,107,860",33.28%,14.02
SEI,"4,554,322",33.69%,6.05
IOVA,"43,278,814",35.66%,5.62
SYM,"2,675,646",36.76%,8.16
PRME,"3,612,942",38.08%,5.69
RILY,"1,761,164",46.32%,6.52
KSS,"31,230,808",49.31%,4.21
ZBIO,"222,562",50.00%,29.69
