Ticker,Volume,Short Float,Short Ratio
NXE,"9,599,451",15.19%,8.48
RNA,"2,434,538",15.22%,10.88
MNMD,"1,280,415",15.32%,9.91
METC,"10,097,890",15.42%,2.96
TBBK,"921,234",15.70%,14.13
REPL,"4,098,394",15.83%,7.08
SRFM,"7,857,841",15.89%,0.43
NMRA,"1,593,196",16.13%,8.78
LENZ,"324,885",16.33%,13.20
IMNM,"1,774,928",16.38%,12.40
TNXP,"1,419,299",16.45%,1.32
UUUU,"22,909,310",16.52%,3.13
UMAC,"9,272,876",16.60%,0.81
SRM,"34,408,005",16.65%,0.23
DPRO,"33,104,643",17.42%,0.80
QS,"79,212,564",17.63%,2.77
OZK,"973,511",17.79%,20.57
ACHR,"66,399,318",17.81%,2.65
CADL,"1,515,520",17.93%,6.71
PACB,"13,441,479",17.93%,5.31
BKSY,"1,453,516",17.98%,3.25
SGML,"2,789,582",18.17%,6.55
TR,"215,463",18.31%,14.66
LEU,"1,213,298",18.42%,2.51
LXRX,"4,923,717",18.76%,6.82
TRIP,"3,903,189",18.85%,5.57
GLUE,"777,557",19.27%,19.66
SRRK,"2,088,538",19.60%,11.54
MDGL,"1,301,508",19.75%,12.18
PGEN,"2,429,541",19.85%,15.99
RCAT,"14,969,160",20.23%,1.94
PDYN,"3,634,992",20.35%,1.95
RGTI,"192,122,214",20.67%,1.18
JANX,"1,291,258",20.71%,11.56
OPEN,"279,395,471",21.42%,1.58
ATYR,"3,708,496",21.46%,7.60
KALV,"1,198,322",22.02%,8.03
CIFR,"43,880,108",23.68%,1.91
AAOI,"4,848,729",24.11%,2.77
MVIS,"9,157,481",24.20%,11.06
SMMT,"6,136,464",24.27%,5.56
SMR,"15,625,448",24.29%,2.30
MP,"37,134,279",25.81%,2.46
MARA,"49,247,715",26.01%,1.95
PCT,"4,341,286",26.96%,11.80
ENVX,"11,902,055",27.19%,7.78
BBAI,"127,885,846",27.20%,0.61
FFAI,"21,842,719",27.21%,2.53
INDI,"9,920,178",28.90%,15.68
WULF,"48,673,738",30.08%,1.90
CRDF,"1,916,198",30.25%,16.25
AVXL,"1,170,202",30.44%,28.28
CRSP,"3,310,748",30.85%,9.63
BKKT,"1,014,201",33.54%,3.75
IOVA,"24,573,448",35.66%,6.83
SYM,"3,933,842",36.76%,9.12
PRME,"7,376,135",38.08%,6.33
