Ticker,Volume,Short Float,Short Ratio
RLAY,"2,836,689",15.12%,8.84
OCGN,"10,181,513",15.36%,10.10
RCEL,"261,818",15.37%,16.54
ENOV,"1,116,587",15.48%,8.23
LITE,"6,836,712",15.68%,2.35
RAPT,"11,075,028",15.80%,0.94
TXG,"3,048,892",16.40%,7.44
AAOI,"26,997,623",16.49%,1.98
WLK,"1,758,832",16.64%,3.73
CAVA,"4,699,909",17.35%,4.53
RIG,"51,920,897",17.37%,3.87
BCRX,"5,868,096",17.51%,9.34
ALMU,"2,161,691",17.64%,5.80
AEHR,"2,715,726",17.76%,4.60
HROW,"843,324",18.46%,10.35
CGEM,"1,000,514",18.51%,8.87
DK,"2,509,587",18.58%,7.70
WTI,"10,565,359",19.40%,9.17
NOG,"4,375,940",19.67%,8.72
EVH,"5,464,334",19.72%,6.37
KNTK,"2,016,330",20.46%,6.66
PVLA,"366,853",20.86%,5.35
PBF,"4,401,842",21.88%,6.09
AVTX,"504,026",22.65%,9.62
UAMY,"22,258,491",22.72%,2.19
XTIA,"4,139,471",22.85%,4.17
TMDX,"1,090,181",24.86%,10.88
SNDX,"1,675,754",26.10%,16.17
STOK,"898,235",26.52%,15.51
ABR,"9,632,849",26.65%,12.08
PRME,"3,363,137",29.72%,8.38
WOLF,"2,180,483",33.03%,5.76
IBTA,"425,897",34.42%,10.17
ACHC,"3,844,867",37.74%,8.67
HPK,"1,694,736",38.83%,9.65
IBRX,"40,660,255",39.07%,3.96
NTLA,"14,426,927",40.38%,9.94
