Ticker,Volume,Short Float,Short Ratio
KMTS,"757,552",15.19%,9.28
WRAP,"395,337",15.20%,19.20
ALKT,"4,775,877",15.35%,5.20
LMND,"1,812,867",15.44%,6.73
TRVI,"3,050,807",15.50%,8.11
INMB,"756,720",15.53%,5.91
SOFI,"80,954,722",15.55%,2.76
YELP,"1,804,879",15.59%,6.60
SDGR,"2,049,608",15.84%,6.86
RARE,"2,313,905",15.96%,6.71
RCUS,"1,605,096",16.01%,10.10
XNCR,"1,015,838",16.11%,13.70
WING,"1,870,980",16.12%,3.26
ARDT,"625,384",16.20%,7.41
REYN,"1,311,396",16.45%,7.50
PCRX,"559,346",16.66%,11.87
REAX,"6,153,646",16.71%,7.45
TDOC,"5,804,176",16.74%,6.17
GALT,"646,597",16.76%,13.69
FA,"1,567,910",16.94%,9.31
KURA,"2,086,511",16.98%,8.47
ANAB,"698,041",17.00%,6.69
URGN,"1,090,791",17.02%,8.31
RZLT,"2,427,629",17.18%,7.63
PSNL,"3,965,301",17.25%,4.08
IMNM,"2,030,056",17.67%,13.84
HNGE,"1,980,674",17.71%,3.42
EIKN,"644,448",17.77%,12.78
ZD,"1,003,619",17.86%,9.23
DMAC,"280,335",17.96%,25.05
IMCR,"828,740",17.96%,19.55
ABX,"1,044,340",18.22%,10.14
ROOT,"392,775",18.28%,6.73
CGON,"1,143,300",18.37%,9.50
APGE,"3,562,851",18.41%,4.48
PRCH,"3,097,182",18.78%,8.32
IIIV,"692,555",18.95%,8.18
IKT,"918,826",18.98%,22.24
OFRM,"844,684",19.05%,8.99
ELF,"4,576,619",19.10%,3.10
ABCL,"7,964,284",19.11%,6.07
MBX,"1,051,105",19.40%,7.66
TXG,"3,254,593",19.54%,7.33
RGNX,"4,453,959",19.82%,5.69
BOBS,"1,380,713",20.24%,5.31
BHVN,"4,743,454",20.33%,9.12
VOR,"1,388,418",20.61%,5.06
VKTX,"3,104,099",20.66%,9.81
RCKT,"3,022,438",21.14%,8.45
PGY,"5,047,177",21.15%,3.51
EZPW,"1,530,284",21.20%,13.25
DLO,"11,550,758",21.31%,6.20
RZLV,"27,602,732",21.54%,2.99
IRON,"1,334,377",21.88%,11.41
AMCX,"550,866",21.97%,13.95
ODD,"1,815,342",22.00%,3.91
STOK,"1,179,636",22.49%,16.99
KLAR,"10,913,272",22.59%,5.73
TECX,"231,655",22.70%,11.04
ALT,"7,970,064",22.83%,10.21
ACHC,"3,490,499",23.59%,6.69
JBLU,"27,701,880",24.25%,2.79
DAVE,"1,067,699",24.79%,4.00
MPLT,"504,701",24.80%,5.37
PAR,"1,557,525",26.54%,7.11
CERT,"4,517,755",26.56%,6.81
BCAX,"891,975",27.05%,15.18
FDMT,"1,072,619",27.58%,15.19
CBRL,"1,612,971",27.69%,4.80
SPHR,"722,851",27.80%,10.42
ABEO,"2,061,637",28.13%,12.53
OMDA,"1,403,216",28.22%,7.41
NGNE,"680,172",28.32%,20.98
CRVS,"2,086,062",28.32%,12.10
GLUE,"1,366,704",29.23%,15.36
WEN,"29,653,264",29.83%,3.13
HIMS,"27,147,273",31.36%,2.59
ZBIO,"2,340,774",32.10%,15.21
PATH,"65,957,232",32.23%,3.37
GRND,"4,333,269",32.67%,5.46
PRME,"3,787,356",34.26%,12.56
SLS,"12,118,523",34.47%,7.54
IBRX,"16,184,987",34.79%,9.54
TEM,"8,937,930",35.96%,5.87
RXRX,"35,655,703",39.11%,11.16
JACK,"2,774,744",40.16%,7.33
