Ticker,Volume,Short Float,Short Ratio
RLAY,"5,665,705",15.12%,8.29
AMPX,"14,059,743",15.34%,2.07
SLDB,"2,428,522",15.73%,8.01
TDAY,"4,235,640",15.86%,13.12
DYN,"5,745,313",15.94%,8.42
ABX,"761,286",16.35%,10.58
KURA,"1,607,764",16.40%,8.96
AESI,"6,545,033",16.49%,5.15
BMEA,"1,722,197",17.17%,9.90
TSSI,"2,370,975",17.40%,3.92
AEHR,"2,256,472",17.76%,3.90
CGON,"1,435,865",17.83%,8.76
ACLX,"2,595,142",20.53%,4.38
DFTX,"2,139,079",20.68%,10.20
TBCH,"309,115",20.80%,12.21
ANAB,"527,805",21.05%,11.97
RNAC,"398,462",22.49%,11.11
DNTH,"2,326,909",22.49%,9.44
UAMY,"21,131,971",22.72%,2.07
HNGE,"1,262,855",22.81%,3.34
XTIA,"3,600,602",22.85%,3.53
EZPW,"1,283,261",22.93%,11.46
VKTX,"2,947,692",23.33%,8.95
SNDX,"1,752,238",26.10%,16.70
STOK,"1,087,675",26.52%,15.21
BCAX,"901,746",27.74%,15.87
DDD,"5,778,524",28.94%,9.72
BETR,"479,396",33.78%,4.99
TECX,"450,916",36.16%,8.97
IOVA,"19,733,562",37.37%,8.90
HIMS,"118,032,020",39.12%,3.09
KALV,"1,664,096",53.21%,20.19
