Ticker,Volume,Short Float,Short Ratio
ZD,"924,910",16.10%,8.23
PURR,"30,340,302",16.49%,1.76
FTK,"579,204",17.18%,6.95
SDGR,"9,034,626",17.52%,8.97
TWST,"3,370,681",18.93%,7.04
DBX,"4,137,466",19.58%,6.44
PSIX,"1,108,621",20.73%,4.05
GLSI,"246,982",21.71%,11.39
WGS,"827,266",21.80%,8.23
IOVA,"24,203,830",22.40%,5.34
EBS,"1,378,628",22.49%,9.60
SWKS,"7,350,634",23.06%,5.58
ARCT,"1,302,481",23.40%,7.00
ASST,"9,726,581",24.01%,3.39
ODD,"1,693,074",24.32%,5.33
BBNX,"3,090,888",25.12%,7.47
PGEN,"9,364,227",25.70%,8.55
SMMT,"6,134,988",27.13%,8.06
VITL,"3,261,659",27.20%,5.55
TEM,"16,880,400",27.35%,4.67
SEI,"3,303,953",27.90%,4.95
NVAX,"8,876,144",31.12%,11.30
XRX,"3,678,730",36.78%,12.41
