Ticker,Volume,Short Float,Short Ratio
STEM,"448,945",15.09%,3.42
URBN,"2,160,543",15.22%,4.05
SATS,"8,852,036",16.75%,4.82
GIII,"600,832",16.83%,14.17
RES,"1,889,782",16.96%,11.19
DIN,"545,148",17.01%,4.49
PCRX,"1,121,447",17.17%,11.31
SVRA,"2,863,592",17.70%,7.77
FLG,"5,478,182",18.72%,11.07
WLK,"1,945,165",18.86%,4.61
CZR,"9,454,422",19.27%,3.98
HROW,"803,305",19.42%,8.21
APGE,"867,362",19.71%,10.19
FWRD,"878,550",19.90%,5.38
NRDY,"2,493,710",19.91%,10.04
CADL,"3,476,736",20.15%,10.55
IMVT,"6,651,730",20.32%,8.98
EZPW,"3,258,968",20.80%,12.20
JBLU,"30,928,281",21.70%,3.21
RNAC,"177,704",22.00%,14.97
LMND,"4,176,238",22.26%,5.18
CNX,"2,367,218",22.41%,15.30
DMAC,"471,273",22.44%,13.29
AAOI,"11,930,270",22.45%,2.75
DBI,"2,414,905",22.99%,8.14
SLS,"5,779,928",23.42%,8.22
AEVA,"2,379,901",24.28%,4.13
CRMD,"4,108,253",24.63%,6.15
CAL,"1,212,265",24.76%,7.27
SEZL,"1,135,227",24.94%,4.79
MNRO,"1,102,721",25.03%,6.13
BKV,"1,006,500",25.24%,4.65
CRDF,"1,325,742",25.44%,19.29
ASTS,"14,628,803",26.29%,2.83
ARRY,"6,839,091",26.60%,5.90
RDW,"14,760,671",27.57%,2.57
SAIL,"3,241,401",27.87%,7.46
FLWS,"1,566,826",30.16%,6.25
ULCC,"5,166,497",34.15%,7.21
KALV,"1,575,592",38.18%,10.08
SNBR,"812,587",38.90%,9.22
IRBT,"61,283,539",47.49%,1.06
