Ticker,Volume,Short Float,Short Ratio
RCUS,"919,987",15.03%,11.72
CDLX,"7,041,386",15.10%,1.79
DOCN,"3,416,816",15.24%,3.88
STEM,"861,368",15.27%,2.23
UAMY,"6,544,350",15.28%,2.63
AISP,"1,204,076",15.40%,2.87
OKLO,"37,047,849",15.45%,0.93
IONQ,"35,307,790",15.70%,2.04
WRAP,"636,320",15.87%,19.39
OLMA,"1,117,966",15.92%,10.70
HROW,"650,480",16.04%,9.10
GRAL,"1,216,922",16.18%,4.84
GME,"11,204,486",16.18%,7.37
BDTX,"1,556,808",16.21%,6.96
RGTI,"86,850,314",16.26%,1.14
RR,"75,104,512",16.40%,0.82
DMAC,"532,722",16.42%,9.09
SKBL,"7,654,591",16.46%,0.42
EZPW,"819,158",16.48%,11.77
NRGV,"3,946,262",16.60%,6.32
LITE,"4,078,781",16.61%,3.70
FNKO,"3,196,458",16.79%,4.54
HUT,"6,571,390",17.10%,2.74
TGTX,"3,447,356",17.15%,11.35
VERA,"2,436,659",17.48%,5.67
PSQH,"1,393,358",17.62%,5.41
LYFT,"20,533,765",17.75%,3.23
NXE,"9,741,257",18.26%,12.31
SBH,"2,316,317",18.72%,8.82
LTBR,"3,835,093",18.78%,2.75
ASTS,"13,562,956",19.35%,3.52
MTSR,"20,001,870",19.49%,6.30
CLSK,"32,976,607",19.56%,2.19
AEHR,"1,875,631",20.00%,3.12
BBAI,"132,731,501",20.12%,0.61
QBTS,"69,551,187",20.13%,1.51
BLNK,"5,730,949",20.13%,5.36
PLSE,"264,478",20.14%,13.21
QUBT,"80,393,130",20.16%,1.26
BE,"10,884,719",20.17%,4.01
NVNI,"32,689,469",20.23%,0.39
RIVN,"72,700,379",20.38%,3.78
LEU,"1,930,313",20.76%,2.46
CIFR,"43,447,530",21.07%,1.64
SEDG,"5,069,025",21.10%,2.46
ASPI,"11,592,042",21.24%,3.37
BKKT,"19,420,490",21.27%,2.14
SPWR,"2,546,593",21.34%,12.36
ARCT,"682,260",21.76%,9.41
FLNC,"12,147,592",21.87%,3.41
RIOT,"42,804,021",22.41%,1.91
KRRO,"207,565",22.86%,7.29
MBX,"28,247,756",23.72%,8.63
RCAT,"21,813,649",23.77%,2.14
PDYN,"4,845,674",23.79%,2.61
NFE,"40,993,601",25.02%,2.92
LUNR,"9,497,820",25.11%,3.56
TKNO,"490,969",25.26%,9.67
BTDR,"9,391,763",25.27%,5.01
TEM,"20,943,879",25.30%,2.45
VUZI,"12,343,702",26.34%,10.62
SPHR,"1,641,154",27.32%,7.79
NTLA,"8,870,716",27.43%,5.60
CRK,"3,852,441",27.50%,8.33
SERV,"9,953,784",27.67%,1.78
MARA,"84,448,026",28.12%,1.98
NNE,"5,187,152",28.20%,2.23
LMND,"3,231,126",28.49%,6.50
SEI,"5,143,978",29.20%,5.04
OPAD,"12,543,154",29.20%,0.53
EOSE,"30,507,288",30.27%,5.66
SYM,"3,381,049",30.36%,5.72
APLD,"49,036,389",30.39%,2.00
PLUG,"206,524,343",32.42%,5.21
SOUN,"89,684,814",32.94%,2.14
SMR,"26,115,767",33.60%,2.54
DPRO,"3,773,835",34.74%,0.52
AIRS,"780,701",38.14%,8.59
