Ticker,Volume,Short Float,Short Ratio
FSLY,"6,686,862",15.28%,3.51
KOPN,"7,134,003",15.39%,3.92
SPTX,"246,294",15.75%,14.42
CBRS,"11,303,348",16.12%,1.81
AVEX,"2,724,658",16.21%,1.62
XNCR,"1,967,662",16.21%,12.11
SMCI,"165,736,379",16.23%,1.70
TIC,"2,445,964",16.24%,8.10
VERI,"2,897,181",16.58%,4.62
TTAN,"1,892,569",16.82%,5.82
SDGR,"1,476,802",17.42%,8.62
IMNM,"1,561,640",17.53%,13.02
TECX,"665,622",17.97%,9.62
REAX,"4,721,695",17.98%,6.80
CRWV,"87,308,421",18.02%,2.15
ELE,"444,222",19.04%,7.29
DBX,"7,153,721",19.28%,6.66
IMVT,"2,002,379",19.39%,9.69
MP,"6,391,333",19.67%,4.58
NN,"4,171,636",20.06%,5.49
BOBS,"1,316,581",20.27%,5.79
ABCL,"14,854,539",20.48%,6.14
CLBK,"12,415,019",20.72%,4.93
CAKE,"2,181,136",20.81%,6.43
ANDG,"456,589",21.37%,8.19
SBH,"1,674,653",21.48%,12.83
OMER,"3,583,213",22.09%,8.15
LBRX,"355,991",22.87%,15.63
MMED,"1,311,988",23.15%,5.59
SPHR,"873,416",23.97%,8.93
RIG,"45,093,908",25.13%,6.82
GO,"4,363,715",26.16%,8.32
OMDA,"1,552,484",26.86%,5.81
ABEO,"2,213,063",27.07%,10.97
STOK,"977,978",29.57%,19.72
NBIS,"63,538,211",29.79%,3.00
HTZ,"79,484,360",30.02%,3.98
PATH,"66,647,965",31.10%,1.95
CMPX,"8,291,258",31.13%,10.97
WEN,"45,088,860",33.93%,3.36
REPL,"8,272,476",34.98%,4.31
RUM,"6,708,322",37.09%,8.31
STIM,"4,343,045",38.87%,3.72
JACK,"1,578,956",40.39%,6.87
