Ticker,Volume,Short Float,Short Ratio
AUR,"25,205,949",15.48%,8.91
UFPT,"258,398",15.70%,5.23
CGON,"1,375,145",15.76%,7.79
AEHR,"3,671,301",15.90%,1.66
POET,"84,689,882",16.17%,0.58
SYRE,"1,379,228",16.22%,11.24
TDC,"2,592,497",16.36%,7.01
ANAB,"853,348",16.41%,5.30
TDOC,"6,856,890",16.59%,5.28
INOD,"4,502,651",16.98%,3.55
ROOT,"466,802",17.15%,5.29
TNYA,"9,911,013",17.20%,6.21
INO,"2,964,718",17.46%,6.42
CLFD,"795,765",17.47%,11.86
FA,"1,450,489",17.62%,10.37
KURA,"1,829,920",17.84%,10.73
PENG,"4,763,776",17.98%,5.52
DEI,"4,654,501",18.27%,11.38
QURE,"4,065,901",18.44%,3.26
CLPT,"948,663",18.56%,6.72
EZPW,"898,737",18.71%,12.79
URGN,"903,567",18.77%,8.23
ABCL,"16,882,124",19.00%,9.42
TGTX,"2,382,866",19.03%,12.98
BTBT,"31,906,413",19.07%,3.00
CGEM,"1,929,298",19.50%,10.61
AEVA,"4,551,678",19.83%,5.12
NVTS,"46,739,251",19.86%,1.57
MUX,"1,397,364",20.47%,9.36
QS,"29,639,648",20.76%,6.04
DXYZ,"12,261,428",21.54%,1.45
KULR,"1,952,391",22.22%,7.60
METC,"3,505,665",22.23%,6.00
OMER,"1,095,367",22.81%,15.31
IONQ,"51,396,099",23.00%,3.08
AVTX,"1,696,541",23.84%,4.44
RXT,"59,684,181",24.08%,0.71
CADL,"2,811,525",24.94%,8.78
PLUG,"194,723,848",25.81%,4.33
XRX,"6,214,856",26.28%,5.71
WEN,"57,553,711",26.71%,4.97
MARA,"49,735,312",26.98%,2.12
SLNH,"23,684,965",27.55%,1.95
WYFI,"2,764,562",27.65%,2.98
FLNC,"20,087,070",27.99%,4.40
ALMU,"1,650,051",29.03%,2.78
PCT,"5,007,552",29.27%,11.24
INDI,"7,327,717",29.32%,11.20
DDD,"25,907,145",29.43%,15.04
QUBT,"140,450,943",30.12%,4.72
EOSE,"29,299,426",30.56%,4.05
NVAX,"6,118,747",31.65%,10.77
KEEL,"32,914,036",32.55%,2.25
CSIQ,"3,227,928",35.57%,6.71
AIRS,"2,816,767",47.42%,1.59
WOLF,"12,069,757",58.00%,4.97
GRPN,"1,881,183",59.70%,7.41
