Ticker,Volume,Short Float,Short Ratio
RLJ,"3,278,725",15.10%,8.46
APLS,"3,080,290",15.51%,6.26
AMCX,"481,412",15.63%,12.34
GIII,"600,187",16.83%,14.01
ESTA,"1,257,281",17.09%,9.58
PCRX,"978,934",17.19%,10.83
MED,"263,981",17.45%,9.72
CNXC,"1,073,512",18.63%,7.86
WLK,"1,921,705",18.85%,4.29
MRNA,"11,550,233",19.01%,6.35
ABL,"967,046",20.03%,8.95
IMVT,"2,647,016",20.32%,8.37
DBI,"1,104,741",22.95%,7.72
SLS,"5,659,531",23.58%,7.78
GLSI,"182,455",24.47%,11.04
CAL,"1,405,415",24.72%,7.19
REAL,"4,335,433",26.25%,7.44
FLWS,"1,746,746",31.18%,5.85
IOVA,"23,240,188",35.12%,8.59
