Ticker,Volume,Short Float,Short Ratio
PLSE,"505,832",15.11%,6.82
ASO,"2,349,965",15.57%,5.59
CRDF,"2,101,199",16.01%,9.75
ZD,"755,786",16.10%,8.48
IRD,"2,551,623",16.27%,5.13
BCDA,"595,642",17.46%,1.97
SDGR,"1,951,539",17.52%,9.64
WBTN,"627,489",17.98%,10.41
CVI,"1,670,952",18.25%,5.12
DFDV,"2,163,667",19.55%,4.21
DBX,"4,240,383",19.58%,6.52
VERI,"7,441,061",20.05%,5.15
VTS,"589,012",21.61%,12.17
IOVA,"21,037,139",22.40%,5.44
BLSH,"2,215,440",22.80%,5.36
FUBO,"1,700,639",22.91%,4.59
SWKS,"11,165,015",23.06%,5.89
ASST,"9,811,941",24.01%,3.50
ODD,"1,507,334",24.32%,5.35
SMMT,"7,066,883",27.13%,7.94
AI,"5,665,727",32.73%,8.63
