Ticker,Volume,Short Float,Short Ratio
NPWR,"2,178,781",15.01%,3.09
WKHS,"4,525,414",15.03%,2.15
HUT,"8,706,025",15.07%,2.28
PENG,"1,576,622",15.09%,9.85
TBBK,"810,506",15.33%,12.20
VRDN,"935,231",15.40%,13.23
AEVA,"2,713,252",15.59%,2.12
COLL,"431,620",15.64%,14.81
ESTA,"709,734",16.18%,8.48
KALV,"11,282,321",16.25%,8.31
BLBD,"510,551",16.65%,11.95
DPRO,"1,443,303",17.32%,0.97
CSIQ,"1,940,257",17.36%,4.39
COGT,"31,631,949",17.57%,9.33
OZK,"1,184,979",17.82%,17.87
SLS,"3,800,787",19.35%,7.00
CIFR,"56,006,965",19.86%,1.83
GOOS,"1,603,349",19.87%,7.69
RGTI,"50,074,663",19.96%,1.13
BYRN,"753,038",20.49%,6.96
CAKE,"1,794,630",20.80%,7.06
LXEO,"1,231,467",20.89%,5.24
FFAI,"14,535,841",22.19%,2.33
ASST,"90,883,065",22.27%,0.23
AAOI,"6,755,163",23.29%,2.65
PGY,"2,763,525",23.62%,4.17
BKKT,"688,116",23.68%,3.30
CMPO,"1,225,350",23.87%,12.85
CHH,"514,678",23.90%,13.86
AEHR,"2,205,579",24.05%,7.86
BEAM,"2,770,285",24.21%,10.06
BE,"6,765,263",24.82%,8.15
UPST,"7,883,191",25.75%,3.21
KRUS,"388,396",26.58%,5.64
SEDG,"6,119,055",27.68%,2.75
RUN,"27,804,508",27.71%,2.52
BBAI,"154,402,133",27.93%,0.70
ENVX,"23,737,286",28.29%,8.89
NN,"2,009,395",28.41%,13.78
PCT,"4,359,672",29.18%,12.94
GOGO,"2,103,074",29.19%,10.46
IRBT,"4,032,640",29.21%,3.52
DNA,"1,710,500",29.64%,8.37
AVXL,"1,480,900",30.55%,27.00
FLNC,"6,301,072",31.25%,4.58
MBX,"366,446",31.35%,14.64
SOUN,"41,317,918",34.23%,3.92
SANA,"4,531,243",34.73%,10.44
PRME,"15,707,217",35.79%,7.22
SYM,"3,699,530",36.17%,9.59
WOLF,"456,322,189",49.61%,1.58
