Ticker,Volume,Short Float,Short Ratio
DYN,"3,083,695",15.60%,6.15
UFPT,"485,428",15.76%,10.17
DERM,"279,526",17.29%,11.05
BE,"17,389,202",17.31%,2.82
RES,"2,722,117",17.91%,11.70
TARS,"824,592",18.20%,10.65
HTZ,"129,147,319",18.38%,5.96
IREN,"45,468,192",18.91%,1.33
GALT,"574,682",18.93%,26.95
CSIQ,"4,584,092",20.55%,4.00
CIFR,"65,721,902",21.34%,1.47
CTMX,"4,715,499",23.14%,7.62
CRK,"5,304,992",23.48%,6.98
IMVT,"2,014,400",24.09%,10.07
SPHR,"2,516,481",25.32%,6.18
ACDC,"2,000,012",26.09%,1.41
LQDA,"5,427,945",26.23%,6.43
NUVB,"21,027,836",34.21%,11.23
SEI,"5,339,296",34.99%,4.11
