Ticker,Volume,Short Float,Short Ratio
SNCY,"1,245,148",15.02%,7.21
LITE,"6,027,557",15.05%,2.46
OLMA,"3,776,093",15.12%,2.67
LGIH,"489,782",15.25%,7.86
GOLF,"484,467",15.65%,12.89
GRAL,"1,625,170",16.16%,5.05
CGEM,"2,694,982",16.51%,6.24
DMAC,"965,343",16.76%,10.30
SEMR,"2,516,514",16.78%,3.33
H,"994,425",17.11%,7.39
ESTA,"920,927",17.16%,10.61
IMCR,"700,193",17.28%,28.48
FLG,"9,444,981",17.31%,10.64
COLL,"1,690,118",17.62%,12.31
EXPI,"1,925,106",17.70%,12.14
BNED,"5,590,379",17.94%,8.01
WHR,"1,650,690",17.97%,7.10
MDGL,"359,790",18.11%,10.52
TARS,"706,692",18.62%,12.19
APGE,"751,039",19.86%,11.18
ZIM,"16,237,682",19.86%,5.23
BCAX,"1,136,579",20.14%,10.28
KROS,"1,624,572",20.64%,6.96
SVRA,"2,058,491",20.70%,10.90
ALT,"3,311,056",21.04%,7.58
TMDX,"1,175,950",22.86%,7.73
REAL,"4,298,338",23.98%,6.05
AVBP,"368,285",26.61%,21.59
MNRO,"1,265,624",27.04%,6.51
KSS,"35,428,271",27.19%,5.01
SYM,"10,168,320",29.10%,6.76
JACK,"2,282,233",29.47%,3.53
SNDX,"2,763,251",30.08%,9.20
MPW,"10,338,908",31.13%,18.30
