Ticker,Volume,Short Float,Short Ratio
TXG,"6,483,648",15.16%,4.24
EVH,"2,579,492",15.27%,7.10
QS,"177,944,584",16.65%,5.89
H,"1,173,273",16.95%,6.55
RDDT,"9,045,633",17.05%,2.30
ACLS,"719,146",17.31%,8.17
SKYE,"2,049,371",17.43%,3.04
LRMR,"2,029,896",17.48%,4.97
BDTX,"1,421,952",17.48%,5.96
DLO,"3,507,901",17.67%,10.25
QSI,"23,152,433",17.76%,3.64
CAR,"2,590,337",18.32%,3.79
CAKE,"1,458,171",18.58%,6.46
LEU,"1,628,209",18.71%,2.85
TWST,"1,472,447",18.84%,8.79
SMCI,"86,033,007",18.85%,2.03
BMBL,"12,134,454",19.47%,4.39
SRRK,"1,525,619",19.64%,10.40
AAOI,"8,473,267",21.17%,2.58
TSSI,"2,496,150",21.45%,1.25
VSAT,"5,018,120",22.11%,7.67
ARCT,"481,884",22.17%,12.31
BBAI,"257,065,452",23.15%,0.78
MBLY,"6,244,755",23.18%,5.68
SMLR,"1,203,434",24.76%,2.53
CRK,"2,517,487",26.14%,8.93
NN,"1,224,846",26.39%,13.18
CLSK,"33,914,521",26.46%,2.76
INDI,"12,112,404",26.75%,14.26
TNGX,"3,899,430",27.08%,6.59
ALT,"5,241,976",27.39%,7.79
ASTS,"23,667,884",28.56%,3.83
PCT,"3,951,121",29.75%,14.07
PRME,"4,327,004",34.76%,8.09
SYM,"2,730,099",36.44%,10.55
