Ticker,Volume,Short Float,Short Ratio
RES,"3,543,790",15.38%,6.29
TYRA,"1,330,072",15.41%,6.42
SYRE,"798,410",15.53%,13.45
OCGN,"11,345,924",15.84%,7.48
DK,"1,908,423",16.16%,6.27
LFMD,"1,383,500",16.29%,5.25
TERN,"3,150,298",17.35%,7.61
CGON,"1,989,724",17.45%,7.50
SEDG,"4,122,487",18.42%,3.49
GPRE,"1,534,396",18.91%,8.84
CVI,"2,517,107",19.55%,4.28
ANAB,"1,037,953",20.05%,10.81
RCAT,"31,340,430",21.05%,1.48
BMBL,"4,580,125",21.90%,3.64
NN,"5,012,151",23.52%,15.76
ANDG,"1,358,220",23.86%,8.16
TRON,"2,648,019",23.89%,8.60
PBF,"5,208,913",25.40%,6.29
SEI,"6,221,158",31.84%,4.62
HPK,"1,119,929",36.37%,7.55
IBTA,"406,367",39.98%,11.37
AIRS,"2,739,744",64.72%,1.45
