Ticker,Volume,Short Float,Short Ratio
RNA,"2,660,193",15.22%,10.62
MNMD,"1,250,731",15.32%,9.82
BTU,"5,854,161",15.37%,4.06
METC,"3,625,346",15.42%,2.63
ATUS,"9,449,781",15.57%,7.96
TBBK,"740,470",15.70%,13.99
REPL,"3,347,403",15.83%,6.64
AMC,"19,301,471",16.01%,5.61
NMRA,"5,281,715",16.13%,8.53
IMNM,"1,193,013",16.38%,12.34
TNXP,"1,475,799",16.45%,1.26
UUUU,"19,671,855",16.52%,3.05
SAVA,"1,541,342",16.68%,6.75
WOOF,"5,004,703",16.79%,5.41
DPRO,"16,599,622",17.42%,0.42
QS,"147,971,705",17.63%,2.48
OZK,"1,752,185",17.79%,21.38
ACHR,"54,838,874",17.81%,2.53
RDW,"4,242,173",17.97%,2.94
BKSY,"10,204,672",17.98%,3.11
SLDB,"3,435,682",18.02%,5.80
SGML,"2,804,549",18.17%,6.33
TR,"221,785",18.31%,14.24
LEU,"1,213,615",18.42%,2.47
LXRX,"5,092,612",18.76%,6.77
POWL,"576,044",19.27%,6.44
GLUE,"528,084",19.27%,19.95
SRRK,"1,896,451",19.60%,11.35
STEM,"3,746,579",20.12%,5.35
RCAT,"11,990,322",20.23%,1.87
PDYN,"4,878,125",20.35%,1.75
LUNR,"12,896,115",20.40%,3.12
BLNK,"3,996,678",20.48%,5.98
RGTI,"56,222,548",20.67%,1.09
AI,"8,255,691",20.91%,4.27
OPEN,"554,075,133",21.42%,1.37
ATYR,"5,031,650",21.46%,7.32
KALV,"1,279,112",22.02%,7.77
PGY,"5,860,450",23.19%,3.89
MVIS,"6,401,233",24.20%,10.59
SMR,"14,313,033",24.29%,2.24
YOU,"1,805,777",24.45%,11.77
ASPI,"11,923,762",24.49%,4.21
STOK,"1,552,651",25.16%,17.80
RIOT,"54,739,030",25.20%,2.26
CLSK,"29,035,729",25.75%,2.50
MP,"28,908,318",25.81%,2.34
SPHR,"883,283",26.12%,9.54
BEAM,"2,174,492",26.82%,11.59
PCT,"6,011,548",26.96%,11.55
ENVX,"9,423,973",27.19%,7.44
SPCE,"8,657,260",27.89%,2.09
ABSI,"8,700,075",28.80%,9.69
INDI,"5,756,346",28.90%,14.68
SANA,"5,014,391",29.92%,8.39
CRDF,"1,587,119",30.25%,16.27
CRSP,"10,145,595",30.85%,9.47
FLNC,"5,294,774",32.07%,4.76
LCID,"292,806,939",33.00%,2.78
SOUN,"41,577,655",33.14%,3.32
BKKT,"1,160,542",33.54%,3.54
APLD,"55,431,417",35.16%,1.20
RXRX,"52,749,305",35.52%,4.60
EOSE,"41,941,154",35.59%,6.29
SYM,"2,421,934",36.76%,8.62
PRME,"6,271,706",38.08%,5.97
RILY,"3,029,235",46.32%,7.04
