Ticker,Volume,Short Float,Short Ratio
LRN,"2,355,419",15.06%,3.64
ERAS,"4,565,266",15.28%,5.85
PUMP,"3,917,816",15.29%,4.23
AMPX,"11,542,057",15.53%,2.42
GME,"16,706,709",16.11%,9.70
MIRM,"805,904",16.72%,10.04
RES,"3,797,582",16.83%,9.02
WT,"8,239,251",18.28%,6.35
CMPX,"2,839,040",18.58%,10.62
AAOI,"12,000,992",18.63%,2.31
BKV,"966,753",18.65%,4.86
WTI,"2,509,252",19.64%,12.68
KNTK,"1,572,521",20.96%,7.90
ELVN,"1,672,942",21.08%,9.29
CACC,"312,993",22.04%,9.63
AAP,"2,037,686",22.27%,7.07
DNTH,"2,827,517",23.80%,10.00
FLNC,"7,341,111",24.14%,3.65
NTST,"1,495,244",24.50%,16.65
AXL,"5,690,526",24.64%,8.75
ALT,"6,280,832",25.50%,5.46
CHRS,"1,924,213",29.03%,16.11
IBRX,"29,537,843",38.38%,5.18
