Ticker,Volume,Short Float,Short Ratio
NBR,"447,842",15.04%,3.51
ATOM,"5,267,792",15.40%,2.59
CATX,"3,815,900",15.80%,2.85
BGS,"2,360,281",16.78%,7.29
BLBD,"536,007",17.03%,11.31
KNTK,"4,503,731",18.02%,6.60
NBIS,"17,238,559",18.59%,2.67
CGEM,"1,643,283",19.23%,7.89
WTI,"10,616,889",19.29%,10.67
NOG,"2,436,487",19.94%,8.62
MRNA,"12,115,256",20.01%,6.04
ATYR,"2,989,005",21.39%,9.07
CABA,"3,464,972",22.15%,6.48
STOK,"1,140,021",24.14%,14.32
CHH,"778,177",25.25%,8.62
MPT,"24,006,285",30.57%,23.48
HPK,"1,449,971",38.63%,9.78
IBRX,"55,040,493",40.89%,4.73
