Ticker,Volume,Short Float,Short Ratio
HUT,"11,296,336",15.10%,1.87
AMCX,"486,806",15.65%,12.10
MNMD,"3,173,782",16.84%,6.07
WT,"3,190,506",18.04%,7.58
TARS,"1,515,511",18.18%,13.66
ORGO,"3,539,216",18.33%,6.39
ZIM,"9,551,256",18.77%,4.73
MRNA,"11,877,197",19.05%,6.31
APGE,"1,156,202",19.59%,9.45
FTK,"491,840",20.43%,7.01
XPOF,"638,402",21.56%,9.62
CBC,"271,809",21.78%,13.99
VUZI,"11,289,212",21.94%,6.21
AAOI,"9,327,331",22.32%,2.70
BNED,"400,796",22.74%,7.86
SLS,"9,274,037",23.58%,7.25
LUNR,"17,039,000",23.81%,3.16
GLSI,"276,367",24.47%,9.92
SOC,"43,698,199",24.90%,4.00
CRDF,"1,003,288",25.41%,17.87
ASTS,"17,007,803",25.41%,2.70
RDW,"15,886,267",34.09%,2.25
SNBR,"1,048,857",38.99%,8.80
