Ticker,Volume,Short Float,Short Ratio
ARQT,"2,857,941",15.12%,7.85
CLPT,"1,144,027",15.48%,6.82
BFLY,"19,819,555",15.76%,4.74
GLXY,"22,812,749",16.23%,4.69
SGRY,"8,112,077",16.61%,6.50
AMPH,"522,394",16.62%,10.93
ANIP,"469,572",16.67%,9.04
SBET,"16,130,827",17.28%,3.65
FIRY,"769,524",17.31%,3.16
PACB,"7,848,551",17.39%,7.57
SDGR,"2,579,308",17.52%,7.71
DMAC,"312,077",17.65%,28.20
CVI,"1,141,619",18.25%,5.04
OMER,"3,958,754",18.41%,6.59
TWST,"2,314,631",18.93%,6.97
DFDV,"2,540,665",19.55%,3.49
VKTX,"41,227,642",19.65%,9.63
GRAL,"3,260,608",20.29%,11.23
CRSP,"2,083,545",20.90%,11.52
CHPT,"1,806,937",22.18%,3.07
BKKT,"1,957,635",22.35%,4.68
VSTM,"3,056,451",22.38%,7.38
VUZI,"1,163,503",22.59%,16.35
BLSH,"1,992,123",22.81%,5.35
ASST,"8,409,243",23.37%,3.17
UPXI,"5,895,656",24.08%,5.48
SG,"5,881,668",24.11%,4.32
GEMI,"3,610,123",24.65%,4.52
ABSI,"8,366,973",24.84%,8.26
PGEN,"5,329,026",25.70%,8.32
CRML,"21,553,094",28.55%,3.25
MNRO,"1,338,839",29.04%,6.83
SAIL,"9,042,369",30.02%,5.30
NVAX,"7,580,684",31.12%,10.97
IBRX,"21,133,175",31.33%,12.33
NUAI,"16,940,569",31.34%,3.56
RXRX,"40,460,440",37.21%,9.23
