Ticker,Volume,Short Float,Short Ratio
RR,"48,687,724",15.57%,1.13
DYN,"4,281,497",15.59%,5.74
SIG,"1,737,094",15.93%,5.90
BLBD,"585,409",16.18%,9.34
LITE,"6,642,271",16.46%,4.40
SBH,"4,529,681",16.66%,9.14
NRGV,"4,513,768",16.89%,8.05
BLNK,"10,737,445",17.04%,5.04
MIRM,"1,663,848",17.09%,12.41
RAPP,"478,947",17.31%,16.45
GES,"1,223,278",17.72%,5.26
RVLV,"1,303,384",17.90%,5.66
BE,"13,049,448",19.89%,4.86
QURE,"1,174,681",19.99%,8.49
AEHR,"3,192,435",20.82%,3.47
PBF,"3,916,537",20.86%,4.87
PGEN,"10,255,699",20.93%,4.54
CRMD,"4,155,175",21.20%,5.65
WT,"3,121,462",21.29%,8.85
KRRO,"178,993",23.56%,8.15
REAL,"4,272,689",24.63%,6.87
SNDX,"2,227,173",24.73%,9.44
DNTH,"636,648",25.49%,17.50
PGY,"6,352,583",26.01%,3.55
DDD,"4,843,403",26.37%,7.08
SPHR,"979,743",26.84%,10.96
CMPO,"997,408",28.48%,13.65
SEI,"1,939,345",29.57%,6.08
KSS,"16,917,535",32.76%,2.73
