Ticker,Volume,Short Float,Short Ratio
KD,"4,665,541",15.07%,7.46
GOGO,"2,050,403",15.44%,6.46
XNCR,"942,303",15.54%,11.95
PLSE,"432,453",15.59%,8.21
DYN,"3,332,443",15.95%,10.48
PCRX,"553,345",18.48%,13.18
VIA,"1,021,475",19.49%,6.70
CAKE,"1,541,693",19.49%,6.58
ANDG,"918,177",20.63%,8.82
ARDT,"648,862",20.64%,8.47
DBX,"5,729,440",20.66%,7.30
DLO,"2,950,923",22.18%,5.83
RHI,"3,511,078",22.83%,9.81
MMED,"1,915,702",24.44%,6.53
CERT,"4,263,618",27.72%,7.29
LVWR,"75,558,611",31.89%,1.56
ZBIO,"1,153,947",35.09%,15.59
ORIC,"1,707,650",35.23%,13.34
