Ticker,Volume,Short Float,Short Ratio
ANAB,"1,122,114",15.29%,4.90
PBI,"4,356,070",15.59%,7.58
HYPD,"724,373",16.30%,2.80
LRN,"1,134,789",16.42%,6.53
INV,"2,711,312",17.16%,4.90
GPRO,"8,696,280",17.22%,3.67
PENG,"1,961,534",17.56%,6.66
AESI,"4,658,058",18.18%,3.57
AEHR,"3,730,340",18.75%,2.24
DNUT,"2,573,914",19.64%,7.74
CORZ,"17,678,864",20.15%,4.86
OKLO,"18,718,902",20.24%,2.76
ABCL,"11,877,511",20.39%,12.98
INBX,"670,604",20.87%,7.63
DBI,"882,760",22.13%,10.19
MPLT,"493,492",22.17%,7.07
HRTX,"3,964,790",22.18%,22.41
CRMD,"1,677,881",22.32%,10.33
NVTS,"32,688,088",23.32%,2.03
UAMY,"14,419,450",23.99%,2.30
VIVO,"1,627,211",24.29%,2.16
OMER,"1,911,316",24.41%,15.85
AVBP,"683,469",25.62%,14.68
RUM,"4,786,147",26.46%,12.66
ABSI,"11,380,006",26.53%,9.43
ALMU,"1,992,468",29.73%,3.67
SEI,"3,168,391",30.62%,4.59
INDI,"16,870,465",31.26%,13.81
FRMM,"1,702,573",34.74%,2.47
LFVN,"511,605",35.18%,19.78
CRML,"45,620,455",35.36%,1.76
WOLF,"4,876,876",42.73%,4.85
