Ticker,Volume,Short Float,Short Ratio
MLYS,"2,054,589",15.91%,8.50
GOLD,"1,019,528",15.91%,6.57
INSP,"1,197,112",16.05%,5.24
IRD,"54,319,719",16.61%,10.01
GPRO,"37,507,715",19.90%,0.83
CVI,"1,165,116",20.13%,5.72
DFDV,"1,617,197",21.15%,4.48
MMED,"1,587,725",22.08%,4.23
ASST,"8,040,124",22.13%,3.35
VTS,"791,707",22.85%,12.63
ODD,"11,916,512",23.42%,6.16
CHPT,"2,269,623",24.42%,3.69
SRPT,"4,167,542",26.79%,7.96
SEI,"5,145,695",27.85%,5.16
AESI,"3,580,981",29.81%,7.66
NVAX,"4,443,785",30.31%,11.19
IBTA,"273,396",39.14%,14.71
