Ticker,Volume,Short Float,Short Ratio
CDLX,"5,005,804",15.10%,4.65
DOCN,"2,534,312",15.24%,4.05
UAMY,"8,296,244",15.33%,2.83
OKLO,"20,157,877",15.45%,0.96
IONQ,"30,358,509",15.71%,2.18
WRAP,"448,941",15.87%,22.69
OLMA,"961,060",15.92%,10.90
CLF,"25,264,867",15.99%,3.15
TRML,"752,262",16.00%,4.02
HROW,"830,526",16.04%,9.54
BMEA,"1,393,943",16.13%,6.89
GME,"9,781,236",16.18%,6.83
RGTI,"43,670,903",16.27%,1.23
BTSG,"3,713,180",16.29%,6.13
RR,"51,413,300",16.40%,0.94
HUT,"5,843,054",17.10%,2.83
GEVO,"5,977,550",17.12%,6.94
MLYS,"1,790,913",17.63%,5.33
WBTN,"8,746,899",17.72%,3.87
LYFT,"25,519,136",17.75%,3.56
OCGN,"4,762,100",17.78%,12.90
GLUE,"3,596,382",17.85%,9.10
JBGS,"1,386,912",17.93%,9.21
RAPP,"1,343,735",18.02%,5.40
DLO,"4,090,437",18.08%,6.21
YOU,"1,881,287",18.10%,9.65
SBH,"2,943,050",18.72%,9.16
POWL,"315,968",18.73%,6.32
RCEL,"968,377",18.75%,7.21
TR,"272,766",18.79%,13.42
CNX,"2,142,926",19.08%,13.12
INOD,"3,560,342",19.39%,2.29
OPFI,"1,205,336",19.42%,4.35
CLSK,"29,476,572",19.54%,2.28
PLSE,"299,342",19.55%,14.13
CRNC,"4,550,149",19.69%,3.78
BE,"13,990,473",20.17%,4.25
RIVN,"62,249,002",20.38%,3.97
PRME,"4,656,062",21.00%,4.46
LE,"417,122",21.21%,4.80
CGON,"1,504,385",21.74%,11.41
RIOT,"53,814,373",22.42%,1.90
AAOI,"6,503,836",22.62%,2.41
DNTH,"742,839",23.76%,10.16
REAL,"5,363,667",24.87%,6.40
CRSP,"4,616,883",25.64%,6.99
SERV,"7,225,200",27.07%,1.99
SPHR,"1,587,701",27.25%,8.30
NTLA,"7,080,683",27.43%,5.97
BTDR,"5,441,179",27.75%,5.11
BEAM,"3,247,194",27.90%,10.00
WOLF,"144,648,699",28.07%,0.77
MARA,"112,246,219",28.13%,2.08
SONN,"5,118,339",28.45%,0.44
SEI,"2,988,651",29.21%,5.49
PLUG,"69,303,970",32.41%,5.60
TNGX,"3,950,527",38.50%,12.83
RKT,"22,836,154",47.59%,5.67
PLCE,"817,182",53.15%,4.49
IBRX,"10,700,260",76.59%,8.80
