Ticker,Volume,Short Float,Short Ratio
GEVO,"6,820,127",15.07%,5.70
LAC,"77,267,406",15.07%,0.91
RCUS,"1,150,497",15.12%,11.94
HUT,"10,935,783",15.47%,2.58
PVLA,"242,178",15.61%,6.42
PSNL,"1,267,679",15.67%,8.47
CDTX,"1,601,517",15.73%,4.07
UAMY,"35,222,861",15.99%,2.14
BETR,"708,309",16.12%,1.87
ZVRA,"2,788,744",16.35%,5.04
JANX,"1,005,049",16.45%,11.03
CGEM,"1,620,070",16.56%,9.61
GRAL,"1,053,358",16.68%,5.36
SION,"501,311",16.71%,17.24
GLUE,"6,188,253",16.87%,7.31
QBTS,"56,810,820",17.05%,1.13
BLNK,"9,014,034",17.10%,3.88
OCGN,"8,648,439",17.17%,12.55
BTBT,"62,019,231",17.25%,1.58
SPCE,"11,518,790",17.34%,2.56
RLAY,"2,304,463",17.40%,11.61
ACHR,"46,660,732",17.47%,2.34
MVST,"17,181,587",17.57%,4.89
SAVA,"4,045,429",17.81%,3.39
NUAI,"27,041,755",17.91%,0.11
TMC,"19,470,228",17.96%,2.47
BE,"13,250,838",18.50%,3.15
CADL,"936,955",19.12%,9.13
MP,"50,702,573",19.22%,1.52
IMNM,"1,470,780",19.39%,13.02
ORIC,"2,375,637",20.06%,9.23
ASTS,"18,501,581",20.25%,3.56
CLSK,"60,236,933",20.92%,2.18
CORZ,"37,093,791",21.75%,4.13
CIFR,"69,234,854",21.78%,1.66
SRRK,"3,980,946",22.16%,8.00
TWST,"2,507,300",22.53%,8.05
BEAM,"4,678,749",23.41%,8.37
BKKT,"2,910,751",23.42%,1.15
STOK,"1,331,102",23.43%,10.73
BYRN,"1,748,038",23.46%,6.47
NGNE,"251,371",23.51%,18.01
RR,"51,675,008",23.68%,0.76
APGE,"1,829,734",23.88%,14.91
BKSY,"3,367,357",23.93%,3.03
LEU,"2,570,223",24.04%,2.88
CRSP,"3,794,706",24.80%,7.39
VKTX,"6,493,945",25.25%,4.37
ABSI,"7,327,280",25.32%,5.92
CTMX,"6,314,250",25.56%,9.57
CGON,"1,158,290",26.32%,12.52
LUNR,"15,771,660",27.27%,3.66
SYRE,"1,200,283",28.34%,24.36
NVTS,"93,631,755",28.48%,1.81
NTLA,"8,502,300",29.28%,5.41
EOSE,"20,957,731",30.15%,4.97
NUVB,"6,041,368",31.09%,12.25
SEI,"4,367,431",31.72%,4.13
APLD,"105,090,456",34.55%,2.36
PLUG,"157,275,936",34.80%,4.23
DPRO,"8,705,004",36.40%,0.35
WULF,"69,529,209",41.40%,2.09
AIRS,"866,735",46.24%,9.21
ZBIO,"567,481",54.48%,24.05
DVLT,"80,373,847",407.55%,0.97
