Ticker,Volume,Short Float,Short Ratio
QMCO,"2,405,490",15.04%,1.27
LAC,"88,867,232",15.06%,1.03
QURE,"3,556,188",15.15%,2.81
ARQT,"2,144,894",15.32%,9.07
ODP,"1,340,723",15.33%,5.91
DNA,"1,800,619",15.48%,3.77
LXRX,"3,585,785",15.53%,10.52
OLMA,"1,159,665",15.59%,10.05
IONQ,"36,053,325",15.67%,1.88
BMEA,"13,408,162",15.68%,10.47
BTSG,"3,778,809",15.80%,5.62
CAN,"81,400,297",15.85%,0.93
WRAP,"492,831",16.04%,16.90
SION,"254,491",16.06%,17.29
OKLO,"25,568,707",16.12%,0.89
ACLX,"817,645",16.23%,13.46
DOCN,"3,199,391",16.36%,3.98
BDTX,"1,425,723",16.47%,7.62
UAMY,"15,597,568",16.63%,2.41
RCUS,"2,368,593",16.66%,13.61
GEVO,"9,818,265",16.71%,6.41
CIFR,"45,957,548",16.88%,1.30
ORIC,"3,709,470",17.02%,8.52
MVST,"13,492,841",17.15%,4.95
OCGN,"8,385,060",17.60%,13.22
SKYT,"2,181,846",17.61%,3.40
CRVS,"787,342",17.78%,16.24
DIN,"593,173",17.93%,5.16
BCAX,"825,981",18.33%,14.57
MTSR,"2,178,323",18.47%,4.32
SMCI,"40,138,870",18.52%,2.85
NXE,"18,109,200",18.55%,12.53
ACHR,"153,490,130",18.66%,2.82
IMNM,"2,753,442",18.77%,13.06
SPCE,"3,848,092",19.00%,2.92
RCAT,"23,843,101",19.13%,1.72
QBTS,"74,524,177",19.17%,1.34
BLNK,"21,597,532",19.38%,5.11
TSHA,"7,454,424",19.51%,7.82
ABCL,"6,597,447",19.68%,7.78
TARS,"1,106,335",19.77%,11.34
KULR,"5,301,096",20.11%,3.51
AEHR,"2,847,841",20.18%,3.06
ASTS,"16,043,058",20.21%,3.80
SLS,"2,382,217",20.26%,9.09
TMC,"11,296,512",20.42%,3.00
CLSK,"36,337,895",20.48%,2.23
OMER,"1,116,570",20.76%,12.15
LENZ,"797,768",20.76%,10.27
PRME,"4,384,967",20.86%,4.51
PCT,"5,231,138",20.96%,13.08
AAOI,"10,769,401",21.28%,2.49
WTI,"6,885,210",21.41%,15.37
BBAI,"129,821,594",21.67%,0.83
SPWR,"1,793,690",21.68%,12.34
RIOT,"40,162,358",21.68%,1.87
SRRK,"2,343,000",21.69%,8.19
TWST,"2,388,801",22.24%,8.31
BYRN,"660,124",22.95%,6.59
FTK,"997,240",23.07%,6.88
NGNE,"307,231",23.41%,19.37
BKKT,"3,205,900",23.41%,1.20
BKSY,"3,595,715",23.94%,3.19
STOK,"990,327",24.74%,12.28
VKTX,"7,212,446",24.76%,4.34
BTDR,"7,916,862",25.39%,5.06
ABSI,"7,759,624",25.40%,6.07
SERV,"17,773,467",25.46%,1.61
VUZI,"2,663,036",25.81%,8.11
HUMA,"11,093,996",26.12%,7.68
LUNR,"10,755,504",27.25%,3.77
NNE,"8,794,318",27.93%,2.29
NVTS,"34,391,752",28.04%,2.01
KRRO,"287,069",28.05%,7.79
FLNC,"9,506,847",28.74%,4.04
IRBT,"2,644,905",29.14%,4.58
NUVB,"6,104,122",29.38%,11.38
MARA,"72,127,236",29.71%,1.95
AI,"16,407,281",30.30%,4.04
SYM,"2,491,606",30.55%,6.03
EOSE,"35,126,258",30.55%,5.25
ENVX,"9,952,788",32.44%,6.25
PLUG,"400,868,683",32.53%,4.31
DPRO,"9,319,287",36.40%,0.38
AIRS,"837,270",37.99%,7.84
RXRX,"34,356,326",39.66%,4.94
ZBIO,"258,633",53.84%,26.88
