Ticker,Volume,Short Float,Short Ratio
PRAX,"1,050,905",15.12%,3.53
PII,"1,242,536",15.18%,6.87
VSCO,"3,262,055",15.56%,4.20
AMCX,"441,471",15.64%,12.29
KNTK,"3,048,416",15.90%,5.52
TRVI,"4,568,358",16.00%,6.42
TROX,"6,386,932",16.44%,4.34
BGS,"3,041,968",16.64%,5.33
SATS,"14,226,575",16.75%,4.99
GIII,"700,553",16.83%,14.08
RES,"1,845,767",16.96%,11.21
OLMA,"7,801,555",16.98%,3.19
DIN,"717,527",17.01%,4.49
QDEL,"1,427,468",17.07%,8.19
PCRX,"788,669",17.17%,11.39
SVRA,"5,916,655",17.70%,8.09
TARS,"719,749",18.20%,12.59
VTLE,"759,451",18.29%,8.26
LITE,"4,780,696",18.57%,3.03
FLG,"7,169,671",18.72%,11.22
RIVN,"47,719,996",18.73%,3.17
WLK,"1,739,704",18.86%,4.66
CZR,"11,380,757",19.27%,4.02
COLL,"547,438",19.27%,12.57
APGE,"902,305",19.71%,10.17
HRTX,"2,458,267",19.80%,19.45
NRDY,"1,877,709",19.91%,10.38
CADL,"1,095,494",20.15%,10.63
ABL,"1,308,291",20.36%,9.16
EZPW,"7,412,723",20.80%,13.79
NOG,"4,488,906",21.29%,9.46
CRMT,"225,922",21.97%,9.37
VERA,"2,758,784",22.24%,6.90
LMND,"4,516,732",22.26%,5.22
ALT,"3,332,867",22.37%,7.69
DMAC,"1,015,891",22.44%,13.65
AAOI,"9,696,203",22.45%,2.74
DBI,"6,681,424",22.99%,8.76
STOK,"1,820,410",23.03%,8.91
SLS,"4,670,281",23.42%,8.32
ABSI,"7,657,990",23.86%,5.91
TTEC,"527,535",24.28%,14.70
AMKR,"5,462,442",24.62%,2.73
CRMD,"3,581,364",24.63%,6.16
CAL,"1,385,220",24.76%,7.28
SEZL,"1,070,432",24.94%,4.80
MNRO,"1,092,175",25.03%,6.14
BKV,"920,845",25.24%,4.70
CRDF,"866,810",25.44%,19.35
ASTS,"14,281,526",26.29%,2.85
ARRY,"8,125,869",26.60%,5.85
RDW,"19,426,798",27.57%,2.66
SAIL,"3,213,794",27.87%,7.29
AVBP,"526,063",27.90%,20.71
ABEO,"2,320,038",28.08%,8.20
FLWS,"3,204,450",30.16%,6.43
PLAY,"6,254,158",30.22%,6.37
ULCC,"6,557,334",34.15%,7.28
SPRY,"2,392,079",34.60%,9.04
SNBR,"977,970",38.90%,9.34
IRBT,"128,311,389",47.49%,1.25
