Ticker,Volume,Short Float,Short Ratio
LITE,"7,549,253",15.05%,2.50
OLMA,"5,370,061",15.12%,2.73
AMCX,"492,275",15.38%,11.73
GOLF,"380,366",15.65%,12.88
CRVS,"959,690",15.76%,10.00
GRAL,"2,639,840",16.16%,5.20
CGEM,"5,118,363",16.51%,6.68
SEMR,"3,941,298",16.78%,3.40
H,"1,568,489",17.11%,7.47
ESTA,"578,266",17.16%,10.69
IMCR,"305,189",17.28%,28.51
EXPI,"1,896,184",17.70%,12.24
MDGL,"761,047",18.11%,10.65
SYRE,"946,259",18.38%,14.81
GLUE,"1,585,676",18.93%,5.52
RIGL,"754,023",19.44%,5.15
APGE,"1,107,260",19.86%,11.29
ZIM,"4,897,242",19.86%,5.18
BCAX,"1,938,945",20.14%,10.72
CNX,"2,995,899",20.33%,14.46
SVRA,"2,781,742",20.70%,11.02
ALT,"4,673,628",21.04%,7.65
TMDX,"1,084,931",22.86%,7.74
ANAB,"750,156",26.30%,11.51
NUVB,"9,010,593",28.29%,7.73
URGN,"1,478,455",29.22%,9.28
SNDX,"4,417,831",30.08%,9.36
MPW,"8,625,196",31.13%,18.28
PHAT,"1,395,825",32.83%,11.83
TNGX,"7,620,409",33.86%,9.76
ZBIO,"647,781",36.09%,11.91
