Ticker,Volume,Short Float,Short Ratio
PLSE,"493,638",15.61%,7.85
IT,"1,618,870",15.68%,6.09
UFPT,"223,417",15.84%,5.68
JBIO,"1,089,591",15.96%,8.03
PTLO,"2,702,526",16.18%,7.45
XNCR,"975,295",16.21%,11.85
SMCI,"122,775,704",16.23%,1.64
TIC,"2,391,774",16.24%,8.07
XE,"7,381,829",16.29%,3.43
VERI,"5,926,250",16.58%,4.68
AIRJ,"1,755,554",16.81%,3.49
YSWY,"930,418",17.07%,4.85
IMAX,"1,901,222",17.53%,6.02
AREC,"3,787,023",17.58%,4.77
HOG,"3,613,037",17.73%,7.01
OWL,"28,154,543",17.81%,5.35
REAX,"6,107,327",17.98%,6.78
CRWV,"50,680,191",18.02%,2.08
DUOL,"1,643,604",18.31%,5.36
ASMB,"729,236",18.73%,11.63
DBX,"5,303,717",19.28%,6.58
AIRO,"3,409,605",19.45%,7.04
MP,"6,325,035",19.54%,4.58
EQPT,"4,994,957",19.73%,6.96
EROC,"11,309,672",19.78%,2.35
LBRX,"432,903",20.32%,15.42
ABCL,"20,132,020",20.48%,6.16
CLBK,"6,475,140",20.72%,4.72
MWH,"3,324,315",20.79%,3.81
CAKE,"2,109,027",20.81%,6.33
ACHV,"2,767,844",21.13%,9.23
CGEM,"1,802,496",21.47%,10.51
WIX,"4,632,366",21.64%,4.66
CADL,"2,152,443",21.85%,7.29
GLOB,"4,016,430",21.91%,4.50
OMER,"13,436,012",22.09%,7.98
ZENA,"8,682,432",22.37%,1.82
BBNX,"1,503,335",22.57%,6.98
BLSH,"3,500,102",22.64%,5.39
TASK,"891,241",22.91%,5.54
BBW,"407,400",23.08%,7.39
MMED,"1,092,078",23.15%,5.57
AMCX,"631,047",23.93%,11.07
SPHR,"1,582,027",23.97%,9.05
RIG,"61,132,142",25.13%,6.77
IOVA,"15,679,356",25.41%,6.42
GO,"6,661,897",26.16%,8.30
OMDA,"1,408,266",26.86%,5.80
CERT,"5,416,731",27.42%,6.69
ARCT,"563,226",27.67%,14.69
NBIS,"36,239,147",29.79%,2.88
SAIL,"5,563,424",30.58%,4.26
PATH,"104,706,180",31.10%,1.93
ASAN,"7,166,509",31.65%,4.84
STIM,"4,171,540",35.50%,3.74
IBTA,"326,402",36.66%,14.21
RUM,"10,155,993",37.09%,8.13
JACK,"2,549,120",40.39%,6.78
