Ticker,Volume,Short Float,Short Ratio
COGT,"2,694,918",15.11%,9.50
RCUS,"1,382,549",15.14%,10.75
PSNL,"1,478,558",15.67%,7.93
BETR,"878,302",16.12%,1.56
CELC,"1,794,912",16.47%,2.91
CGEM,"967,329",16.56%,7.84
SION,"1,286,002",16.57%,15.96
GRAL,"1,292,769",16.62%,5.14
BTSG,"14,355,692",16.70%,4.78
NUAI,"22,741,019",17.91%,0.10
APLS,"3,023,928",20.16%,8.42
FUN,"16,193,049",20.32%,4.88
ARCT,"2,261,096",20.68%,7.19
SANA,"6,127,195",20.74%,6.10
CORZ,"24,369,495",21.61%,4.10
SYRE,"1,028,618",22.08%,18.71
TWST,"2,115,420",22.50%,7.44
IMVT,"2,125,445",23.04%,10.35
STOK,"1,544,534",23.40%,9.59
BEAM,"3,468,679",23.43%,8.15
SPHR,"1,503,580",26.24%,6.70
TECX,"596,461",26.93%,6.75
REAL,"4,485,280",26.98%,6.38
NVTS,"58,933,028",28.20%,1.28
INDI,"9,626,248",28.81%,12.68
EOSE,"50,070,763",30.15%,4.63
NUVB,"13,120,514",31.09%,11.82
DVLT,"66,701,226",33.53%,0.88
FLWS,"2,690,934",36.00%,18.32
BYND,"1,902,712,926",62.94%,1.04
