Ticker,Volume,Short Float,Short Ratio
URGN,"1,265,322",15.34%,7.63
PSNL,"6,618,903",16.02%,3.24
MDGL,"528,309",16.27%,10.77
XNCR,"1,684,195",16.49%,14.08
CLBK,"7,473,010",16.61%,10.67
WU,"23,224,590",17.68%,6.31
CDNA,"1,763,665",17.85%,9.56
IMCR,"578,206",17.86%,17.71
ORKA,"2,804,782",18.03%,5.18
CAKE,"1,670,662",18.97%,6.70
IKT,"1,735,684",19.51%,22.19
GPRE,"5,147,145",19.72%,9.12
MBX,"898,469",20.02%,7.10
BBNX,"1,233,773",20.45%,7.19
HNGE,"1,911,155",20.58%,3.60
FA,"2,050,352",20.66%,10.18
SION,"1,139,315",20.75%,12.64
DNTH,"1,025,194",20.78%,10.11
PK,"5,779,717",21.26%,7.64
ANDG,"598,377",21.42%,9.39
HROW,"827,721",22.76%,8.73
MMED,"2,401,997",25.31%,7.15
IOVA,"23,478,578",25.92%,6.72
CADL,"2,380,159",27.85%,7.56
VSTM,"3,562,397",30.43%,9.28
GLUE,"1,220,500",31.19%,16.01
MPLT,"778,796",33.65%,6.34
ZBIO,"769,460",35.17%,16.58
PATH,"92,455,560",35.55%,2.88
LCID,"48,307,410",36.92%,3.10
FIG,"28,828,854",42.40%,4.01
