Ticker,Volume,Short Float,Short Ratio
TRML,"1,071,638",15.05%,12.42
FUBO,"18,894,570",15.18%,3.55
GRAL,"1,148,799",15.24%,4.18
LVWR,"1,312,679",15.45%,3.55
RR,"37,260,702",15.55%,1.02
HROW,"779,442",15.60%,9.70
WRAP,"544,515",15.71%,23.05
EZPW,"957,440",15.92%,11.90
CRNX,"1,402,572",15.97%,15.86
VERA,"3,080,600",16.01%,4.73
MCRB,"1,002,539",16.04%,8.23
OLMA,"1,465,393",16.06%,11.54
BTSG,"6,308,017",16.25%,6.23
LITE,"3,453,088",16.27%,3.99
TSHA,"3,664,898",16.38%,11.51
TGTX,"2,498,461",16.47%,11.10
INOD,"4,862,490",16.51%,2.04
DMAC,"2,129,591",16.92%,10.75
CRVS,"790,563",17.09%,12.62
CLB,"1,027,364",17.12%,15.55
MBOT,"44,581,244",17.18%,3.50
MLYS,"2,106,540",17.31%,5.70
RAPP,"13,839,376",17.31%,16.86
SAIL,"5,047,107",17.53%,4.49
ARQT,"1,978,277",17.61%,10.46
JBGS,"1,335,971",17.63%,8.67
LYFT,"21,611,787",17.89%,3.83
AEO,"18,862,630",18.10%,2.08
MDGL,"652,717",18.81%,10.08
NXE,"8,307,762",18.92%,12.13
RC,"4,137,217",18.93%,14.79
TARS,"952,224",19.04%,11.58
PRCH,"2,552,897",19.85%,5.84
QURE,"1,384,879",19.99%,8.52
VSCO,"3,471,415",20.20%,4.07
SKIN,"1,527,806",20.94%,14.61
DBI,"1,972,740",21.58%,4.79
W,"5,056,646",21.79%,4.48
CGON,"1,767,813",21.94%,12.34
SVRA,"3,194,928",21.98%,13.36
KRRO,"397,613",23.56%,8.30
OPEN,"481,115,568",24.33%,0.58
STOK,"1,433,609",24.33%,14.56
DNTH,"5,960,553",25.49%,16.56
SCVL,"598,215",26.11%,9.91
KALV,"1,344,052",26.79%,8.08
SPHR,"3,554,963",26.84%,9.89
BEAM,"4,788,160",29.77%,11.04
NUVB,"14,562,770",30.00%,10.54
SOUN,"112,245,135",32.11%,2.40
MPW,"8,881,757",34.52%,19.81
RKT,"22,709,754",44.36%,5.84
PLCE,"3,880,491",50.67%,3.69
ZBIO,"410,218",52.29%,27.45
