Ticker,Volume,Short Float,Short Ratio
TRON,"2,415,634",15.08%,9.05
AQST,"2,610,398",15.17%,7.26
KURA,"2,696,322",15.23%,7.45
INO,"4,592,894",15.59%,5.03
XNCR,"1,050,750",16.21%,11.23
AMR,"464,602",16.42%,5.75
RIGL,"542,005",17.14%,8.63
IMNM,"1,702,054",17.46%,12.96
IMAX,"1,384,055",17.49%,5.92
ASMB,"384,171",18.25%,9.87
NCNO,"4,054,980",18.38%,5.86
CELH,"12,836,086",18.43%,3.35
NGNE,"439,100",18.94%,13.74
SBET,"13,942,139",19.92%,4.36
SGMT,"1,242,184",20.27%,9.65
TGTX,"2,847,159",20.70%,12.03
CAKE,"2,115,856",20.80%,6.02
ZURA,"8,341,828",21.04%,9.70
EVER,"861,864",22.07%,8.37
TWST,"1,805,838",22.17%,7.80
EZPW,"2,694,383",22.57%,11.69
BLSH,"1,659,722",22.64%,5.14
BBW,"629,859",23.08%,7.15
RHI,"3,352,038",23.76%,10.24
DFDV,"1,791,387",23.90%,6.07
FDMT,"1,474,743",24.04%,12.67
BTCT,"185,778,977",25.60%,0.33
UPXI,"5,390,778",26.37%,8.19
SLS,"8,823,362",27.56%,6.28
ARCT,"2,412,776",27.67%,11.17
RUM,"8,283,550",29.05%,7.79
NVAX,"5,579,176",29.13%,10.60
ASST,"14,707,688",29.72%,5.11
INBX,"373,620",30.35%,11.18
TEM,"11,929,279",30.95%,5.04
