Ticker,Volume,Short Float,Short Ratio
TSHA,"6,318,437",15.13%,13.23
PRKS,"1,884,078",15.18%,6.78
UFPT,"227,488",15.22%,5.41
BTBT,"42,814,647",15.53%,2.32
CIFR,"39,309,944",15.61%,2.08
TVTX,"6,579,150",15.63%,6.10
LGIH,"682,219",15.66%,6.46
MBRX,"348,053",15.67%,4.59
EQPT,"3,222,452",15.69%,6.77
TDOC,"5,795,434",15.76%,5.94
WBI,"14,747,611",15.79%,4.58
REAL,"6,343,382",15.81%,5.15
REYN,"1,506,549",15.82%,7.77
COHU,"1,635,028",15.89%,5.48
MRNA,"24,042,790",15.91%,8.62
RXT,"27,474,554",15.93%,0.71
CXT,"1,134,958",16.05%,9.72
ETSY,"3,876,932",16.11%,4.97
AMLX,"1,251,955",16.15%,12.43
H,"1,165,364",16.28%,7.47
SYRE,"2,420,415",16.31%,10.73
GALT,"336,722",16.33%,24.03
MBX,"831,924",16.34%,7.44
RARE,"3,562,375",16.40%,7.95
SDGR,"1,554,905",16.46%,7.72
TRS,"1,521,303",16.51%,9.08
DYN,"4,560,280",16.88%,12.83
CACC,"1,000,021",16.97%,5.79
PZZA,"1,499,836",17.01%,5.17
GIII,"893,377",17.03%,11.30
RZLT,"2,811,617",17.06%,6.71
BIRD,"13,466,115",17.49%,0.15
FUN,"2,563,927",17.69%,9.14
PRCH,"2,422,827",17.72%,8.85
HNGE,"2,825,741",17.74%,2.97
CLPT,"2,079,173",17.84%,6.98
RNAC,"354,791",17.88%,8.90
URGN,"834,498",17.97%,8.84
AMPG,"4,204,155",18.49%,1.14
VSXY,"2,656,889",18.58%,5.37
IKT,"1,484,403",18.60%,18.15
QURE,"4,847,443",19.62%,5.47
CAKE,"1,424,550",19.74%,7.38
TGTX,"7,154,885",19.90%,13.00
PSNL,"3,820,000",19.92%,5.44
BHVN,"6,458,242",20.13%,10.22
WW,"409,114",20.15%,5.02
HURA,"1,079,402",20.28%,9.97
VELO,"7,158,230",20.42%,0.81
PENG,"4,376,090",20.46%,3.95
MTN,"2,518,201",20.83%,8.95
RLAY,"10,735,363",20.98%,9.29
NUVB,"4,722,351",21.16%,13.09
PK,"5,580,472",21.26%,8.68
HROW,"1,070,845",21.29%,8.99
CCCC,"3,403,787",21.34%,7.88
SVV,"1,501,152",21.37%,6.97
DAVE,"867,806",21.51%,3.57
RCKT,"11,256,272",21.67%,7.08
NBIS,"36,434,639",21.93%,2.56
RIGL,"972,697",21.99%,10.87
TDUP,"4,291,380",22.35%,9.53
KSS,"6,558,775",22.53%,4.75
BEAM,"3,485,416",22.88%,10.19
JBLU,"40,321,284",22.98%,2.52
TBCH,"759,376",22.99%,10.60
AVBP,"859,253",23.10%,15.56
IMVT,"3,888,368",23.72%,10.42
CORZ,"17,433,538",23.91%,5.26
ABSI,"8,430,302",24.07%,6.55
BRUN,"2,824,449",24.32%,2.30
UHAL,"383,146",24.56%,7.49
RHI,"4,961,075",24.58%,9.28
TWST,"3,938,100",24.98%,9.81
PGEN,"4,755,314",25.31%,8.55
SPHR,"938,605",26.61%,9.15
BCAX,"1,934,597",26.85%,18.72
XPOF,"836,176",27.32%,15.05
CBRL,"1,538,904",27.73%,4.85
NGNE,"308,758",28.30%,22.25
SVRA,"4,759,297",28.31%,19.71
DDD,"7,117,661",29.31%,10.59
HIMS,"31,756,971",29.95%,2.38
SEZL,"1,238,341",30.96%,7.25
WULF,"30,484,938",31.72%,3.63
SEI,"3,206,168",31.75%,5.61
ARQQ,"5,661,519",31.92%,2.94
TRIP,"6,015,461",33.04%,8.24
WYFI,"3,977,202",35.41%,2.39
NTLA,"8,839,579",36.33%,7.82
