Ticker,Volume,Short Float,Short Ratio
ERAS,"5,997,432",15.28%,5.52
GME,"9,911,556",16.11%,8.78
LITE,"8,482,636",16.31%,2.32
BLBD,"1,345,109",17.07%,12.55
SBH,"2,168,952",17.95%,9.84
WLK,"1,574,251",18.87%,4.06
GPRE,"4,215,925",18.92%,9.41
JBLU,"22,698,882",20.03%,3.11
FLG,"7,642,049",20.18%,12.07
BGS,"4,334,470",20.21%,8.39
CHTR,"2,293,815",20.22%,8.76
KNTK,"1,360,404",20.96%,7.69
DK,"2,797,563",21.28%,8.47
TWST,"2,159,815",21.36%,8.45
AAP,"1,973,309",22.27%,7.42
CAKE,"1,260,487",22.28%,8.86
ENPH,"11,682,911",22.80%,3.97
EZPW,"3,454,792",24.94%,14.76
UAA,"14,928,127",33.50%,5.35
TECX,"793,334",37.49%,12.08
