Ticker,Volume,Short Float,Short Ratio
GEVO,"18,537,557",15.07%,5.48
LAC,"89,718,736",15.07%,0.80
COGT,"2,075,433",15.11%,9.13
RCUS,"1,973,083",15.14%,11.40
HUT,"13,560,362",15.47%,2.50
UAMY,"41,313,083",15.50%,1.76
PVLA,"421,383",15.61%,6.24
PSNL,"1,128,059",15.67%,8.58
NTST,"1,589,758",15.67%,10.96
CDTX,"940,779",15.73%,4.00
CAMT,"904,747",15.94%,9.99
VSCO,"2,967,502",15.99%,3.76
DFLI,"154,675,567",16.02%,0.28
NKTX,"1,643,938",16.09%,11.72
BETR,"988,824",16.12%,1.74
SKYT,"2,206,955",16.13%,2.94
DYN,"3,256,799",16.21%,6.73
ZVRA,"4,957,834",16.28%,5.03
DOCN,"5,313,810",16.29%,3.71
JANX,"1,838,731",16.45%,10.95
CGEM,"1,341,267",16.56%,8.70
GRAL,"928,521",16.63%,5.37
BTSG,"7,032,632",16.70%,5.45
SION,"339,961",16.71%,16.38
DLO,"3,379,647",16.82%,5.28
SVRA,"1,558,353",16.84%,10.59
GLUE,"1,308,481",16.87%,6.55
TYRA,"287,985",16.88%,29.37
AMPX,"19,776,236",17.03%,2.00
QBTS,"77,180,363",17.05%,1.09
BLNK,"5,998,795",17.10%,3.70
BTBT,"54,997,025",17.25%,1.55
SPCE,"6,220,372",17.34%,2.40
ACHR,"92,177,448",17.47%,2.27
SIG,"1,182,586",17.51%,7.65
MVST,"19,616,327",17.57%,4.60
EZPW,"4,024,892",17.59%,12.61
BCAX,"700,860",17.62%,12.96
CRML,"52,276,493",17.67%,0.31
SAVA,"4,131,288",17.81%,3.22
NUAI,"34,517,246",17.91%,0.10
TMC,"16,371,878",17.96%,2.37
BE,"16,692,071",18.50%,3.06
NXE,"14,773,682",18.55%,11.70
CRVS,"2,155,348",18.56%,15.53
ESTA,"721,019",18.64%,14.18
TARS,"722,076",18.76%,10.65
QMCO,"2,142,137",18.81%,1.31
MP,"29,777,517",19.22%,1.53
IMNM,"2,099,655",19.39%,12.96
OMER,"124,317,830",19.47%,11.36
ORIC,"1,408,174",20.04%,8.87
ASTS,"14,322,730",20.25%,3.49
POWL,"331,241",20.37%,7.48
ABCL,"6,090,913",20.47%,8.05
CLSK,"44,992,934",20.92%,2.12
CSIQ,"3,301,809",21.15%,5.79
ASPI,"26,434,354",21.42%,2.70
PCT,"4,175,733",21.68%,13.52
CIFR,"63,887,648",21.69%,1.61
VUZI,"2,611,011",21.70%,6.42
CORZ,"18,549,417",21.75%,4.14
PRME,"5,658,170",21.84%,5.06
BBAI,"131,579,598",21.90%,0.83
SPWR,"3,212,092",22.10%,11.89
SLS,"7,558,611",22.36%,9.88
TWST,"1,717,891",22.50%,7.86
SANA,"35,794,808",22.94%,7.10
RCAT,"11,516,942",22.96%,2.00
IMVT,"1,674,479",23.05%,10.67
STOK,"2,987,846",23.40%,10.31
BKKT,"2,903,668",23.42%,1.10
AAOI,"6,720,675",23.58%,2.65
BTDR,"32,774,449",23.61%,4.30
RR,"101,542,940",23.68%,0.70
APGE,"962,809",23.88%,14.58
BKSY,"3,074,507",23.93%,2.98
LEU,"2,016,623",24.04%,2.81
ABSI,"17,069,091",25.32%,5.73
AEVA,"3,968,557",25.58%,3.40
ARRY,"11,167,278",25.84%,5.30
KRRO,"419,304",25.99%,6.56
CGON,"1,231,076",26.32%,12.36
SMR,"60,645,786",26.55%,1.98
LUNR,"15,219,104",27.27%,3.53
NNE,"7,838,351",27.30%,1.88
MARA,"58,258,571",27.88%,1.80
ANAB,"609,732",27.98%,13.04
IRBT,"25,599,613",28.07%,5.00
NVTS,"147,498,779",28.25%,1.51
SYRE,"2,526,779",28.34%,21.12
INDI,"13,090,614",28.81%,12.84
FLNC,"18,754,434",29.81%,3.87
EOSE,"31,976,098",30.15%,4.68
SERV,"25,701,588",30.87%,1.47
NUVB,"10,782,181",31.09%,12.25
SEI,"4,249,244",31.72%,3.91
APLD,"52,108,454",32.33%,2.18
PHAT,"1,970,582",33.17%,11.18
SYM,"2,578,087",33.82%,6.79
ENVX,"13,801,903",34.57%,6.95
PLUG,"182,353,598",34.80%,4.00
HIMS,"54,618,509",35.04%,2.38
RXRX,"179,197,188",40.06%,4.45
PLCE,"1,246,217",44.72%,3.84
AIRS,"1,401,941",46.24%,9.02
TNGX,"2,653,116",52.56%,16.67
DPRO,"6,131,531",52.58%,0.49
ZBIO,"518,900",54.69%,22.98
