Ticker,Volume,Short Float,Short Ratio
COGT,"3,076,344",15.21%,9.29
HZO,"378,024",15.24%,7.85
TXG,"3,861,023",15.49%,4.27
UUUU,"10,777,051",15.80%,3.50
VAL,"1,888,475",15.85%,5.43
ATYR,"1,895,724",16.00%,8.39
CLB,"737,502",16.27%,15.26
RDDT,"12,142,077",17.06%,2.28
RES,"1,857,660",17.68%,10.75
JBGS,"3,335,163",18.31%,9.51
CAKE,"1,381,411",18.58%,6.51
LEU,"1,095,484",18.71%,3.14
RIG,"54,148,873",19.34%,3.32
SRRK,"5,285,706",19.65%,11.31
PACB,"9,812,979",19.69%,5.97
GRAL,"2,340,316",19.83%,4.38
NOG,"2,741,402",19.87%,10.17
GALT,"5,306,186",20.50%,22.96
VITL,"1,426,178",21.13%,8.56
AAOI,"10,353,789",21.14%,2.80
TSSI,"2,861,455",21.45%,1.36
PBF,"4,675,267",23.05%,5.54
MP,"18,763,291",23.24%,3.35
QUBT,"43,972,657",23.72%,1.05
OCGN,"5,651,801",23.88%,15.07
NNE,"4,262,999",24.28%,2.31
WTI,"8,381,492",24.54%,13.93
EVGO,"4,440,271",24.75%,7.10
CRSP,"5,691,441",24.81%,9.36
UPST,"11,001,783",25.60%,3.42
CRK,"4,872,000",26.07%,9.27
NN,"1,478,759",26.39%,13.06
TNGX,"2,628,038",27.08%,7.10
ALT,"5,708,707",27.39%,8.54
ASTS,"21,187,879",28.56%,4.12
LMND,"3,489,577",28.70%,8.43
GOGO,"7,324,364",29.72%,11.00
PCT,"7,363,804",29.73%,15.09
VERV,"13,045,883",30.18%,4.17
HIMS,"43,181,463",30.37%,1.57
SPRY,"2,727,110",31.29%,10.26
NTLA,"5,755,809",32.37%,7.27
FLNC,"5,243,496",33.45%,5.37
PRME,"4,651,216",34.74%,9.00
ACDC,"1,173,006",36.25%,4.49
SYM,"7,538,992",36.44%,12.07
GRPN,"1,720,196",37.39%,4.65
AIRS,"649,455",61.14%,12.67
