Ticker,Volume,Short Float,Short Ratio
KD,"4,989,278",15.07%,7.16
LIFE,"2,630,850",15.29%,2.64
XNCR,"996,659",15.54%,11.77
MED,"338,984",15.65%,7.18
TIC,"2,978,200",16.11%,8.16
APPN,"1,732,019",16.30%,6.34
REAL,"7,098,128",16.52%,5.31
PRGO,"4,266,787",16.65%,6.63
SDGR,"2,740,418",16.74%,8.20
SGMT,"1,465,728",16.82%,8.81
GCT,"2,567,563",17.25%,6.64
IT,"1,646,087",17.61%,7.09
FRPT,"1,895,085",18.03%,5.24
GTM,"16,764,376",18.09%,3.49
VRDN,"4,289,662",18.46%,8.20
FA,"4,725,746",18.47%,8.26
CAKE,"2,176,496",19.46%,6.26
VIA,"1,001,329",19.49%,6.55
SVV,"2,499,745",19.56%,7.36
LBRX,"465,654",20.52%,14.76
ARDT,"687,923",20.64%,8.19
DBX,"4,547,951",20.66%,7.03
SBH,"1,612,584",21.72%,12.67
UHAL,"266,184",23.03%,7.59
TWST,"1,834,671",23.48%,8.09
AMCX,"950,583",23.91%,10.74
FOXA,"8,570,529",24.42%,8.03
BOBS,"2,527,694",24.52%,6.73
LYFT,"15,577,754",24.80%,6.51
IOVA,"73,430,649",25.75%,6.60
PGEN,"7,269,947",25.76%,8.18
DDD,"5,711,542",27.60%,9.18
CERT,"5,787,548",27.72%,6.76
PATH,"73,533,327",28.90%,1.87
REPL,"7,281,432",30.04%,3.68
IBTA,"588,952",35.26%,14.13
GRND,"1,983,238",36.60%,5.13
