Ticker,Volume,Short Float,Short Ratio
CRML,"26,762,177",15.20%,0.47
GFS,"4,475,069",15.38%,4.20
INOD,"2,217,227",15.70%,3.57
PEB,"2,058,135",15.82%,9.24
SRFM,"8,175,321",15.88%,2.10
CAVA,"5,216,768",16.57%,4.00
UMAC,"4,117,785",16.68%,1.71
QDEL,"1,419,903",16.85%,9.20
DIN,"759,471",17.06%,4.82
WT,"5,140,825",17.63%,7.45
EBS,"1,062,052",17.89%,8.70
HROW,"763,202",18.07%,8.19
ETSY,"4,644,904",18.13%,4.68
ZIM,"6,063,743",18.28%,4.50
LITE,"5,605,201",18.34%,3.00
SATS,"8,068,000",18.47%,5.85
CAKE,"2,028,191",18.62%,6.87
OCGN,"5,999,279",19.18%,14.76
FTK,"385,588",19.29%,7.03
MRNA,"20,282,149",19.50%,6.65
JBLU,"33,497,957",19.70%,2.98
NBR,"485,225",20.38%,4.93
AMKR,"8,786,058",20.85%,2.42
APGE,"1,701,716",21.01%,9.43
BBW,"439,456",21.32%,6.50
RCAT,"12,123,017",21.45%,2.32
UA,"10,133,886",21.52%,4.92
ONDS,"91,718,724",21.56%,0.91
CHH,"1,010,110",22.11%,8.45
HZO,"342,265",22.23%,13.28
ACRV,"3,188,159",23.00%,7.30
PDYN,"2,433,791",23.18%,4.29
TWST,"2,016,605",23.56%,8.64
EZPW,"1,457,143",24.01%,14.15
RH,"1,381,137",24.17%,3.64
LEU,"1,478,537",25.39%,3.52
AEVA,"21,447,793",25.46%,4.69
AXL,"6,298,724",25.79%,9.75
CRDF,"1,361,306",26.30%,18.14
ASTS,"17,685,551",26.45%,2.76
KRUS,"430,668",26.48%,5.39
NVTS,"61,180,723",27.77%,1.43
BKSY,"2,704,160",28.50%,4.59
SLS,"26,743,273",28.69%,6.18
UAA,"26,581,287",29.23%,5.27
DDD,"6,624,886",31.92%,10.95
NVAX,"4,259,990",33.98%,13.55
RDW,"20,465,497",37.78%,2.24
