Ticker,Volume,Short Float,Short Ratio
EVH,"11,359,945",15.27%,7.67
DIN,"668,090",15.65%,3.89
SKYE,"13,617,894",17.43%,4.42
CAR,"1,711,591",18.32%,3.88
WHR,"1,328,301",18.38%,7.76
CAKE,"1,321,060",18.58%,6.45
LEU,"1,877,222",18.71%,2.97
FWRD,"1,065,219",18.76%,5.40
GALT,"974,940",20.50%,16.52
AAOI,"6,003,869",21.17%,2.62
TSSI,"3,202,145",21.45%,1.29
MP,"10,413,697",23.24%,3.17
WTI,"9,188,292",24.54%,12.36
SMLR,"2,522,734",24.76%,2.66
NN,"1,378,633",26.39%,13.21
ALT,"5,519,668",27.39%,8.04
SPHR,"1,495,337",28.19%,9.15
ASTS,"21,246,955",28.56%,3.95
LMND,"4,685,944",28.70%,8.08
PHAT,"3,413,453",29.01%,4.02
GOGO,"2,062,191",29.72%,10.77
PCT,"4,041,068",29.75%,14.36
VERV,"5,514,306",30.18%,3.88
FLNC,"5,244,098",33.45%,5.26
PRME,"4,220,786",34.76%,8.56
SYM,"1,956,487",36.44%,10.77
GRPN,"2,170,464",37.39%,4.57
BYND,"2,352,048",41.06%,13.79
