Ticker,Volume,Short Float,Short Ratio
URGN,"1,150,973",15.34%,7.64
AMLX,"2,718,878",15.53%,10.56
CVI,"1,055,125",16.17%,5.08
HOG,"4,713,064",16.39%,6.04
XNCR,"1,826,707",16.49%,13.29
CLBK,"57,510,099",16.61%,5.49
WU,"9,724,428",17.68%,6.09
ESTA,"636,992",17.72%,7.84
CDNA,"1,135,454",17.85%,9.40
EVER,"1,075,177",18.65%,5.51
CAKE,"1,507,167",18.97%,6.61
IKT,"901,335",19.51%,22.46
BBNX,"1,095,304",20.45%,7.31
HNGE,"2,236,273",20.58%,3.54
NUVB,"7,423,446",21.43%,8.77
NUAI,"16,068,539",21.62%,2.35
FBIO,"557,289",23.16%,11.25
DAVE,"616,584",25.24%,4.24
MMED,"1,125,542",25.31%,6.89
IOVA,"20,354,160",25.92%,6.58
VOR,"1,338,600",26.82%,6.54
CBRL,"1,328,861",27.40%,4.82
STIM,"2,860,549",31.32%,3.35
ZBIO,"1,634,867",35.17%,16.21
PATH,"177,037,018",35.55%,2.68
