Ticker,Volume,Short Float,Short Ratio
UFPT,"126,424",15.76%,9.66
COLL,"1,822,555",17.15%,12.96
DERM,"216,153",17.29%,10.74
PVLA,"175,957",17.44%,7.24
DK,"2,276,947",17.93%,5.43
BGS,"11,921,659",18.15%,5.67
MDGL,"397,810",18.28%,10.08
ESTA,"1,341,311",18.32%,11.80
RIGL,"761,586",19.94%,4.74
CSIQ,"8,100,188",20.55%,3.65
RIVN,"88,381,835",21.38%,3.52
APGE,"680,430",21.60%,12.86
GLUE,"1,548,098",22.13%,6.08
CTMX,"5,827,949",23.14%,7.38
CRK,"4,118,290",23.48%,6.87
LMND,"5,415,622",25.76%,5.75
EOLS,"5,592,768",26.09%,9.68
URGN,"4,248,667",26.29%,10.14
ANAB,"741,675",27.76%,13.67
ZBIO,"370,699",43.93%,11.88
