Ticker,Volume,Short Float,Short Ratio
BBIO,"3,253,402",15.03%,8.36
KMTS,"731,307",15.19%,9.47
CXT,"1,050,211",15.20%,7.83
DNTH,"1,349,460",15.22%,7.67
PLSE,"466,486",15.25%,8.44
CARS,"967,216",15.40%,7.54
SLG,"1,721,543",15.41%,8.89
TRVI,"2,887,530",15.50%,8.38
NRDS,"857,315",15.50%,5.60
INMB,"1,354,311",15.53%,6.09
LQDA,"2,552,826",15.67%,6.42
ETSY,"3,316,918",15.72%,4.82
SDGR,"1,951,643",15.84%,7.07
RARE,"3,989,465",15.96%,7.01
RCUS,"1,564,407",16.01%,10.28
LGIH,"463,049",16.08%,7.17
MRNA,"7,918,074",16.15%,8.12
TSHA,"5,402,636",16.27%,13.35
REYN,"1,860,962",16.45%,7.68
CTMX,"6,853,245",16.64%,6.96
TDOC,"6,379,110",16.74%,6.20
GALT,"1,848,511",16.76%,14.69
TKO,"1,641,113",16.77%,6.76
ERAS,"7,984,247",16.84%,4.55
FA,"2,175,361",16.94%,9.51
DYN,"2,171,732",17.11%,12.87
PSNL,"3,770,061",17.25%,4.16
BKD,"4,991,914",17.35%,9.45
SRRK,"2,093,308",17.37%,10.81
MDGL,"446,019",17.44%,11.34
HNGE,"4,339,259",17.71%,3.55
EIKN,"459,963",17.77%,12.97
ZD,"1,151,690",17.86%,9.43
DMAC,"394,791",17.96%,25.41
VIA,"1,425,550",18.06%,7.27
ABX,"1,038,765",18.22%,10.19
SGRY,"1,429,671",18.31%,10.30
QDEL,"6,590,649",18.33%,5.42
NCLH,"24,300,635",18.35%,3.71
DIN,"509,837",18.40%,5.20
APGE,"3,048,554",18.41%,4.69
ALLO,"14,631,282",18.46%,4.51
CLPT,"876,918",18.50%,7.01
WBI,"1,970,181",18.59%,3.91
PALI,"10,842,163",18.83%,8.01
ABCL,"14,287,747",19.11%,6.33
MBX,"1,059,749",19.40%,7.91
FRPT,"1,915,733",19.73%,6.13
RGNX,"2,541,493",19.82%,5.85
VYX,"3,232,637",20.24%,11.47
BOBS,"1,691,978",20.24%,5.31
VERA,"3,045,313",20.26%,9.47
BHVN,"3,493,962",20.33%,9.28
NRIX,"2,422,429",20.45%,10.35
PVLA,"324,236",20.50%,7.93
VOR,"2,813,859",20.61%,5.16
VKTX,"2,883,290",20.66%,9.84
LBRX,"367,085",20.73%,16.74
QURE,"2,296,615",20.93%,5.51
PACB,"8,330,892",21.13%,9.39
RNA,"382,001",21.15%,11.44
MBRX,"1,975,475",21.83%,2.83
IRON,"1,454,441",21.88%,11.87
CCCC,"3,114,980",21.93%,7.17
TECX,"256,801",22.70%,11.10
KRUS,"438,825",24.30%,4.48
SNDX,"4,121,162",24.59%,11.09
MPLT,"362,022",24.60%,5.44
DAVE,"648,423",24.79%,4.03
ABSI,"8,097,655",25.03%,5.79
DFH,"906,364",25.21%,9.81
LYFT,"21,135,653",25.63%,6.46
OCGN,"14,138,953",26.01%,11.31
CERT,"4,631,444",26.56%,6.78
BCAX,"1,568,103",27.05%,15.64
PGEN,"6,272,206",27.25%,9.34
FDMT,"1,522,400",27.58%,15.80
SPHR,"744,450",27.80%,10.40
OMDA,"1,771,724",28.24%,7.47
NGNE,"544,568",28.32%,21.81
CRVS,"1,493,758",28.32%,12.17
TNGX,"5,854,845",28.53%,8.41
GLUE,"1,837,317",29.20%,15.79
CRSP,"1,841,091",29.68%,15.35
WEN,"36,325,723",29.83%,3.28
BEAM,"2,891,150",30.20%,12.95
ZBIO,"1,227,633",32.10%,14.59
GRND,"1,828,851",32.67%,5.45
UPST,"5,303,976",32.75%,5.72
NTST,"3,362,500",34.07%,18.39
PRME,"5,286,821",34.26%,12.56
SLS,"32,499,566",34.47%,8.09
IBRX,"15,686,910",34.79%,9.39
TEM,"7,679,779",35.96%,5.91
LCID,"25,663,761",38.32%,3.93
ARQQ,"1,004,055",39.10%,2.65
RXRX,"22,836,097",39.11%,11.27
JACK,"3,546,540",40.16%,7.95
GRPN,"2,524,193",62.07%,6.23
