Ticker,Volume,Short Float,Short Ratio
ACHR,"44,630,070",15.32%,3.18
SRRK,"1,690,462",15.47%,10.15
AUR,"58,341,695",15.48%,8.90
TVTX,"2,545,495",15.57%,6.68
AEHR,"3,218,981",15.90%,1.66
POET,"49,589,286",16.17%,0.55
TDC,"3,682,848",16.36%,7.14
DMRC,"461,827",16.51%,11.82
MIRM,"6,520,019",16.63%,9.57
TRVI,"1,915,199",16.77%,10.12
CIFR,"27,380,660",16.81%,2.14
GRND,"2,241,575",16.92%,3.88
INOD,"2,247,547",16.98%,3.45
TSHA,"3,481,387",17.00%,14.44
OMDA,"3,171,099",17.16%,3.28
CLFD,"409,237",17.47%,11.09
FA,"1,406,276",17.62%,10.32
QCLS,"679,294",17.92%,2.25
PENG,"9,070,791",17.98%,5.28
INV,"2,459,163",18.34%,4.89
EZPW,"810,594",18.71%,12.80
URGN,"922,420",18.77%,8.14
ABCL,"5,900,509",18.86%,9.01
BTBT,"27,116,108",19.07%,2.98
ARRY,"6,073,294",19.18%,4.84
CGEM,"971,616",19.50%,10.29
AEVA,"4,008,657",19.83%,4.99
NVTS,"38,780,667",19.86%,1.54
STAA,"1,304,270",20.41%,5.33
QS,"59,362,499",20.73%,6.00
NBIS,"38,572,811",21.44%,2.65
DXYZ,"6,492,910",21.54%,1.33
RUM,"3,348,524",21.79%,9.43
CORZ,"16,164,687",21.80%,4.86
RIGL,"917,905",21.95%,10.35
ASPI,"6,049,942",22.10%,5.65
HUMA,"26,003,492",22.14%,6.89
KULR,"6,142,810",22.22%,7.52
ENPH,"11,480,348",23.68%,5.13
AVTX,"1,556,088",23.84%,4.37
LUNR,"16,237,445",23.92%,2.14
NN,"2,827,211",24.08%,9.12
RXT,"39,489,637",24.08%,0.69
CADL,"1,822,860",24.94%,8.62
CCCC,"14,069,010",25.68%,7.40
PLUG,"161,716,547",25.79%,4.25
XRX,"5,979,034",26.28%,5.67
WEN,"22,793,568",26.71%,4.66
SLNH,"43,777,891",27.55%,1.89
RR,"27,905,141",27.61%,5.23
WYFI,"3,191,040",27.65%,2.86
REPL,"17,728,570",27.80%,3.87
FLNC,"25,156,076",27.99%,4.25
ENVX,"12,202,538",28.13%,9.13
ALMU,"2,684,394",29.03%,2.74
WBTN,"583,612",29.13%,17.05
DDD,"7,881,047",29.25%,13.14
VELO,"16,055,850",29.30%,1.74
INDI,"6,227,019",29.32%,11.09
VIVO,"5,312,052",29.69%,2.55
QUBT,"35,907,814",30.12%,4.04
EOSE,"127,672,258",30.55%,4.02
SATS,"8,082,203",31.18%,6.85
SLS,"30,479,043",32.23%,9.20
CSIQ,"2,814,232",35.57%,6.64
TNGX,"3,298,258",36.62%,11.61
WOLF,"33,646,052",58.00%,4.73
GRPN,"2,488,111",59.70%,7.37
