Ticker,Volume,Short Float,Short Ratio
SWKS,"5,175,826",15.13%,6.06
BBBY,"3,181,446",15.42%,3.85
RGTI,"143,067,952",15.50%,1.76
RILY,"962,003",15.53%,4.84
DMRC,"445,734",16.40%,11.54
SDGR,"1,551,412",16.45%,7.64
INOD,"1,789,219",16.98%,3.21
AMCX,"456,477",17.00%,11.77
SEDG,"6,773,825",17.19%,2.56
KURA,"5,226,421",17.91%,10.27
PENG,"3,179,387",17.96%,4.40
TEAD,"629,483",18.13%,13.97
GETY,"5,322,405",18.35%,5.47
ABCL,"13,903,678",18.87%,8.27
AEVA,"1,841,703",19.06%,4.63
NRIX,"1,955,729",19.61%,17.48
NVTS,"37,550,793",19.86%,1.44
MNTS,"3,870,264",20.06%,0.57
VUZI,"3,514,143",20.70%,10.99
ASTS,"24,504,244",20.84%,3.29
PSNL,"4,164,160",21.15%,6.92
NBIS,"22,923,328",21.47%,2.54
DXYZ,"10,028,231",21.54%,1.10
TE,"79,096,890",21.60%,2.27
CORZ,"14,145,069",21.81%,4.79
ASST,"6,739,975",21.93%,3.48
KULR,"2,363,181",22.08%,6.11
IONQ,"62,161,824",23.00%,2.93
SG,"4,996,412",23.13%,4.93
IMVT,"4,606,151",23.17%,11.01
ENPH,"17,702,596",23.67%,4.54
PLUG,"111,431,346",25.79%,4.19
WYFI,"2,146,402",27.48%,2.22
VELO,"3,877,863",29.27%,1.60
VIVO,"3,541,460",29.69%,2.59
SHMD,"1,083,153",30.09%,1.81
QUBT,"55,817,905",30.10%,3.73
APLD,"42,805,242",30.95%,3.80
SLS,"24,764,111",31.11%,7.93
BTDR,"9,280,148",41.34%,7.13
WOLF,"9,233,714",56.04%,3.50
