Ticker,Volume,Short Float,Short Ratio
BFLY,"6,371,802",15.18%,4.81
TYRA,"1,174,496",15.41%,6.51
SYRE,"838,643",15.53%,13.55
OCGN,"17,942,039",15.84%,7.70
SLDB,"1,615,352",15.92%,7.21
LFMD,"1,572,679",16.29%,5.27
CAVA,"3,806,629",16.59%,4.41
TDAY,"1,751,908",16.67%,13.01
TERN,"2,345,297",17.35%,7.59
CGON,"1,647,222",17.45%,7.58
ABX,"841,950",17.53%,10.89
BCRX,"6,004,127",17.55%,8.50
TROX,"5,329,108",17.89%,5.21
RIG,"52,572,779",18.44%,3.94
TGTX,"4,036,861",18.59%,14.43
GPRE,"1,798,705",18.91%,8.93
EDSA,"9,054,831",19.36%,0.34
CVI,"1,768,753",19.55%,4.33
ANAB,"498,303",20.05%,10.89
GLSI,"716,538",20.36%,2.65
BMBL,"6,634,217",21.90%,3.70
TRON,"1,875,381",23.89%,8.76
BKSY,"1,649,041",26.33%,5.40
ABSI,"10,274,009",29.52%,11.93
SEI,"6,614,318",31.84%,4.71
NVAX,"6,066,951",32.81%,10.12
TTEC,"1,092,056",33.85%,14.49
HPK,"1,144,752",36.37%,7.56
IBTA,"391,660",39.98%,11.32
HIMS,"35,177,574",41.03%,2.69
TNGX,"3,460,773",49.87%,14.49
AIRS,"5,737,691",64.72%,1.51
