Ticker,Volume,Short Float,Short Ratio
RNAC,"533,855",15.03%,6.90
BBIO,"3,393,240",15.03%,8.27
NKTR,"1,718,189",15.15%,4.44
KMTS,"328,666",15.19%,9.26
CXT,"1,086,542",15.20%,7.75
DNTH,"1,365,342",15.22%,7.72
ALKT,"3,233,327",15.35%,5.31
TRVI,"3,102,748",15.50%,8.27
AVTX,"2,399,810",15.50%,3.95
ETSY,"3,539,995",15.72%,4.81
RARE,"6,691,912",15.96%,6.88
RCUS,"1,344,549",16.01%,10.17
BYRN,"957,845",16.04%,5.06
XNCR,"1,500,262",16.11%,13.85
MRNA,"8,681,662",16.15%,8.10
TSHA,"6,635,622",16.27%,13.12
REYN,"1,632,659",16.45%,7.58
CTMX,"5,911,491",16.64%,6.98
PCRX,"619,475",16.66%,11.89
GALT,"1,122,363",16.76%,14.05
FA,"1,534,585",16.94%,9.37
ANAB,"706,085",17.00%,6.58
DYN,"2,510,175",17.11%,12.82
RZLT,"3,364,566",17.18%,7.76
PSNL,"3,367,078",17.25%,4.15
BKD,"4,040,566",17.35%,9.36
SRRK,"1,687,441",17.37%,10.69
MDGL,"393,458",17.44%,11.37
IMNM,"1,513,563",17.67%,13.92
HNGE,"1,788,599",17.71%,3.45
EIKN,"351,974",17.77%,12.81
ZD,"1,220,220",17.86%,9.28
DMAC,"301,661",17.96%,24.97
IMCR,"615,254",17.96%,19.75
VIA,"1,106,712",18.06%,7.14
OLMA,"2,467,076",18.13%,9.65
ABX,"744,549",18.22%,10.07
CGON,"1,404,710",18.37%,9.56
APGE,"5,399,341",18.41%,4.62
CLPT,"1,020,489",18.50%,6.93
ANNX,"3,632,359",18.52%,9.03
WBI,"1,610,347",18.59%,3.90
BCRX,"7,715,481",18.91%,8.25
SION,"671,354",18.92%,11.68
IIIV,"634,172",18.95%,8.29
IKT,"1,523,134",18.98%,22.51
OFRM,"739,514",19.05%,9.04
ELF,"7,824,176",19.10%,3.17
ABCL,"7,746,419",19.11%,6.14
CAKE,"1,290,415",19.17%,7.20
EYPT,"2,319,348",19.30%,14.58
MBX,"1,072,342",19.40%,7.77
FRPT,"1,801,853",19.73%,6.11
RGNX,"1,617,423",19.82%,5.74
VYX,"2,950,014",20.24%,11.37
VERA,"2,294,735",20.25%,9.16
BHVN,"3,174,629",20.33%,9.18
PVLA,"463,588",20.50%,7.89
VOR,"1,377,919",20.61%,5.08
VKTX,"3,094,626",20.66%,9.80
BMEA,"1,502,255",20.71%,9.70
LBRX,"334,079",20.73%,16.54
PENG,"3,893,954",20.99%,3.53
PACB,"6,880,726",21.13%,9.40
PGY,"6,765,515",21.15%,3.56
RNA,"316,761",21.15%,11.46
EZPW,"1,565,636",21.20%,13.52
TGTX,"2,563,952",21.33%,12.99
RZLV,"50,983,096",21.54%,2.94
CCCC,"6,611,693",21.93%,7.12
ODD,"1,713,482",22.00%,3.92
UA,"3,317,215",22.40%,7.73
STOK,"3,347,412",22.49%,18.20
RLAY,"5,796,054",23.26%,8.98
HROW,"1,063,465",23.26%,9.35
AVBP,"643,802",23.52%,14.24
CADL,"2,926,701",23.52%,6.73
ACHC,"3,521,470",23.59%,6.72
SNDX,"2,474,021",24.59%,10.81
MPLT,"418,194",24.80%,5.42
UAA,"9,794,948",25.04%,5.55
DFH,"817,279",25.21%,9.77
DERM,"358,909",25.92%,12.53
CERT,"5,107,491",26.56%,6.76
BCAX,"1,221,902",27.05%,15.27
FDMT,"2,796,349",27.58%,15.66
XPOF,"735,881",27.72%,14.23
ABEO,"2,196,075",28.13%,12.77
CRVS,"1,497,965",28.32%,12.12
GLUE,"2,334,454",29.23%,15.65
SVRA,"2,144,113",29.43%,20.33
TWST,"1,987,213",29.60%,10.47
WEN,"29,777,136",29.83%,3.19
CRK,"3,142,617",30.49%,9.30
PROK,"3,578,319",31.17%,16.32
ZBIO,"867,700",32.10%,15.10
NTST,"2,509,202",34.02%,17.98
PRME,"2,687,152",34.26%,12.47
WYFI,"2,091,448",34.37%,1.90
SLS,"21,439,067",34.47%,7.73
LCID,"18,515,856",38.32%,3.86
ARQQ,"1,225,300",39.10%,2.61
RXRX,"23,075,632",39.11%,11.23
JACK,"3,527,850",40.16%,7.63
