Ticker,Volume,Short Float,Short Ratio
TDOC,"8,242,390",15.07%,5.35
TDAY,"2,805,708",15.11%,9.59
RGTI,"60,909,163",15.11%,1.38
GTLB,"7,077,654",15.17%,3.10
BRZE,"3,367,796",15.22%,4.01
GPK,"11,291,109",15.46%,5.92
TVTX,"2,175,986",15.50%,6.52
VOYG,"3,189,059",15.51%,4.15
DMRC,"389,248",15.63%,10.71
RIVN,"59,240,635",15.65%,5.20
SMCI,"92,955,103",15.70%,2.07
IREN,"50,147,442",15.71%,1.24
RDW,"64,282,146",15.74%,0.96
ETSY,"5,314,253",15.85%,4.98
FDS,"996,417",15.86%,6.14
SDGR,"2,337,405",16.27%,7.87
CLFD,"439,155",16.28%,7.42
SWKS,"5,405,734",16.33%,6.21
PRKS,"1,101,907",16.34%,7.33
PRMB,"5,791,137",16.37%,8.94
TSSI,"8,198,712",16.72%,2.46
ACHR,"56,701,471",16.84%,3.04
CHPT,"633,226",17.19%,7.41
GIII,"569,849",17.22%,11.46
TDC,"3,493,396",17.24%,7.49
SEDG,"4,160,112",17.60%,2.55
IMRX,"2,922,359",17.71%,8.90
HNGE,"2,720,041",17.88%,3.57
QURE,"3,550,951",18.20%,3.59
ABCL,"9,255,059",18.23%,7.60
GRAL,"1,205,657",18.36%,9.00
RIOT,"18,640,105",18.52%,3.54
AISP,"950,606",18.66%,9.28
AEVA,"2,487,341",18.73%,4.16
MNDY,"5,990,045",18.96%,4.58
NRIX,"1,156,621",19.03%,16.50
CGEM,"1,876,757",19.20%,10.08
BHVN,"4,890,952",19.21%,10.74
SAIL,"5,014,844",19.22%,3.89
QS,"27,743,529",19.43%,5.11
TXG,"2,893,089",19.53%,8.69
TBCH,"314,040",19.54%,9.39
PENG,"4,559,598",19.57%,4.55
PDYN,"3,125,859",19.65%,2.67
DAVE,"2,577,765",19.76%,3.36
BIRK,"2,769,087",20.07%,4.54
LUNR,"19,726,713",20.19%,2.05
ASTS,"53,643,752",20.21%,2.91
VUZI,"4,347,222",20.28%,9.45
ASPI,"7,356,153",20.44%,4.63
HUMA,"9,368,599",20.44%,5.76
SG,"5,727,207",20.49%,4.34
MTN,"879,155",20.85%,8.65
KLAR,"9,103,738",21.06%,4.84
RZLV,"28,114,100",21.08%,3.09
CORZ,"14,193,847",21.32%,4.56
TE,"31,979,380",21.63%,2.09
OMDA,"1,452,582",21.74%,4.72
PSNL,"4,470,098",22.16%,6.78
CNXC,"2,010,086",22.22%,6.50
PK,"4,991,227",22.30%,10.07
NBIS,"23,493,122",22.45%,2.58
RUM,"2,930,387",22.50%,8.78
CCCC,"5,885,081",22.58%,7.31
SPCE,"175,029,489",22.68%,2.42
BKSY,"2,488,154",22.81%,3.38
PGY,"4,971,517",22.90%,4.20
KULR,"3,347,469",23.28%,5.51
UHAL,"381,393",23.43%,7.75
ENPH,"8,835,874",23.49%,4.19
AVBP,"1,287,219",23.86%,14.50
ABSI,"9,536,755",24.13%,7.07
RHI,"3,194,386",24.80%,8.76
RUN,"10,399,562",25.81%,6.47
XRX,"13,531,311",26.07%,4.92
ULCC,"5,779,223",26.36%,4.05
BBAI,"105,773,535",26.37%,3.33
RCAT,"36,704,822",26.64%,1.74
MARA,"47,508,774",26.68%,2.16
ENVX,"9,918,766",26.82%,7.89
BRUN,"2,967,029",27.29%,4.24
PLAY,"2,025,886",27.66%,5.14
TWST,"2,132,039",27.83%,12.68
NVAX,"7,150,628",29.00%,9.90
TRIP,"3,803,579",29.74%,8.55
CRSP,"1,930,128",30.48%,14.26
SLS,"25,822,002",30.81%,7.58
REPL,"51,033,052",31.03%,3.82
DDD,"5,700,706",31.12%,11.90
PATH,"64,775,884",31.15%,3.90
ONDS,"141,627,547",31.36%,1.99
UPST,"5,865,894",32.55%,5.52
EVGO,"4,730,646",33.66%,9.91
CLSK,"22,320,202",34.12%,4.04
LFVN,"443,388",34.23%,18.38
ASAN,"18,980,396",35.34%,5.04
AI,"10,798,158",35.39%,9.46
PLCE,"8,885,999",39.13%,7.93
RXRX,"29,232,215",39.31%,13.42
BTDR,"11,275,376",41.41%,6.77
FIG,"31,940,146",55.19%,4.14
