Ticker,Volume,Short Float,Short Ratio
QMCO,"9,022,189",15.04%,1.26
LAC,"77,600,510",15.06%,1.00
BTBT,"42,191,493",15.14%,1.23
QURE,"4,532,486",15.15%,2.80
ARQT,"1,924,388",15.32%,9.04
ODP,"1,980,931",15.33%,5.83
CLF,"46,433,004",15.47%,3.32
LXRX,"4,035,430",15.53%,10.47
HUT,"5,844,570",15.55%,2.59
OLMA,"1,117,697",15.59%,9.99
NRGV,"4,052,759",15.61%,5.57
IONQ,"47,439,755",15.67%,1.86
CAN,"78,352,742",15.85%,0.92
ETON,"431,642",15.97%,10.16
WRAP,"531,736",16.04%,16.76
ACLX,"552,247",16.23%,13.33
DOCN,"3,087,859",16.36%,3.97
UAMY,"20,157,858",16.63%,2.36
RCUS,"1,193,495",16.66%,13.21
CIFR,"49,623,235",16.88%,1.30
CRNX,"5,336,643",16.94%,11.47
ORIC,"2,553,832",17.02%,8.23
MVIS,"8,259,220",17.08%,7.87
MVST,"12,128,232",17.15%,4.88
RLAY,"2,154,791",17.29%,11.72
EBS,"1,567,073",17.30%,7.76
OCGN,"6,312,006",17.60%,13.01
SKYT,"1,806,384",17.61%,3.37
OSCR,"26,648,990",18.26%,1.42
BCAX,"610,901",18.33%,14.32
MTSR,"2,516,047",18.47%,4.31
SMCI,"37,795,677",18.52%,2.84
ACHR,"127,679,738",18.66%,2.68
IMNM,"1,296,944",18.77%,12.79
SPCE,"8,515,788",19.00%,2.92
RCAT,"16,464,445",19.13%,1.69
QBTS,"90,060,556",19.17%,1.33
BLNK,"11,039,905",19.38%,4.73
ABCL,"5,731,716",19.68%,7.76
ASTS,"18,166,015",20.21%,3.77
TMC,"33,879,165",20.42%,3.00
CLSK,"47,321,020",20.48%,2.21
LENZ,"2,267,543",20.58%,10.17
PRME,"5,585,861",20.86%,4.51
AAOI,"7,940,770",21.28%,2.44
WTI,"3,253,163",21.41%,14.47
TWST,"2,900,755",22.24%,8.24
FTK,"532,954",23.07%,6.76
NGNE,"350,754",23.41%,19.05
BKKT,"3,628,309",23.41%,1.19
CRK,"2,847,849",23.43%,6.91
BKSY,"5,558,048",23.94%,3.15
BTDR,"8,275,000",25.39%,5.01
ABSI,"6,035,657",25.40%,6.03
SERV,"14,535,025",25.46%,1.57
VUZI,"3,675,640",25.81%,8.07
LUNR,"8,138,748",27.25%,3.74
NNE,"8,308,308",27.93%,2.23
NVTS,"44,942,321",28.04%,2.00
KRRO,"228,911",28.05%,7.73
SEI,"12,859,363",28.18%,4.12
FLNC,"9,457,201",28.74%,3.99
DDD,"8,407,886",29.32%,8.94
MARA,"55,941,062",29.71%,1.94
EOSE,"19,025,150",30.55%,5.15
ENVX,"10,265,055",32.44%,6.24
PLUG,"195,058,911",32.53%,4.07
APLD,"30,907,849",32.93%,2.26
TSSI,"4,975,325",33.24%,1.64
DPRO,"6,944,144",36.40%,0.37
DVLT,"171,541,232",71.52%,0.19
