Ticker,Volume,Short Float,Short Ratio
LRN,"1,851,249",15.06%,3.98
PPC,"1,224,781",15.08%,5.99
BF-B,"7,029,093",15.61%,9.05
UHAL,"239,001",15.64%,6.96
MBC,"2,354,717",15.93%,12.03
GME,"9,721,122",16.11%,8.87
LITE,"11,987,546",16.31%,2.37
MIRM,"950,458",16.72%,9.85
SMCI,"115,239,794",17.10%,3.17
WHR,"1,855,582",17.62%,6.37
LQDA,"1,907,937",17.71%,6.69
WT,"3,925,901",18.37%,6.08
ARRY,"7,005,246",18.40%,4.25
WLK,"2,645,719",18.87%,4.14
GPRE,"2,747,825",18.92%,9.42
DRVN,"1,534,241",19.28%,10.86
WTI,"2,277,389",19.64%,12.30
JBLU,"30,466,936",20.03%,3.14
FLG,"6,199,052",20.18%,12.09
UA,"6,947,492",20.19%,3.93
BGS,"1,922,567",20.21%,8.34
CHTR,"3,714,272",20.22%,8.89
HZO,"628,911",20.28%,10.90
KNTK,"1,533,759",20.96%,7.76
DK,"2,107,394",21.28%,8.55
TWST,"2,188,843",21.36%,8.47
CACC,"330,284",22.04%,9.46
AAP,"3,131,460",22.27%,7.50
CAKE,"1,905,655",22.28%,8.92
ENPH,"49,913,699",22.80%,4.34
PBF,"3,418,845",23.99%,6.59
AXL,"10,012,888",24.64%,6.91
ULCC,"6,071,516",25.68%,5.68
KRUS,"399,264",26.18%,4.87
CHRS,"2,067,197",29.03%,15.72
UAA,"13,422,601",33.50%,5.36
SNBR,"1,150,753",34.00%,6.92
