Ticker,Volume,Short Float,Short Ratio
PRKS,"1,044,364",15.18%,6.93
UFPT,"269,955",15.22%,5.42
BBNX,"1,514,313",15.58%,5.38
TVTX,"2,619,045",15.63%,6.37
COHU,"1,409,735",15.89%,5.78
ETSY,"3,007,670",16.10%,5.11
MBC,"3,613,191",16.30%,10.26
SYRE,"1,260,160",16.31%,11.03
MBX,"2,731,145",16.34%,8.46
OTLK,"39,388,878",16.35%,1.07
ASTI,"7,655,052",16.47%,0.81
OFRM,"1,052,774",16.52%,7.34
GIII,"608,036",17.03%,10.38
HNGE,"2,424,789",17.24%,3.11
VOYG,"5,676,146",17.31%,4.31
WGS,"1,862,830",17.56%,3.74
FUN,"2,334,803",17.69%,9.20
RNAC,"507,590",17.95%,10.11
BNED,"603,868",18.42%,9.51
AISP,"627,920",18.47%,8.14
AMPG,"13,686,911",18.49%,1.38
DNUT,"4,523,880",18.58%,7.61
CAKE,"2,212,377",19.74%,7.57
TGTX,"2,529,843",19.83%,13.14
VELO,"16,658,889",20.42%,0.92
HROW,"872,263",21.29%,8.89
OPTX,"1,193,640",22.46%,1.35
SPCE,"116,620,132",22.51%,0.99
KSS,"6,651,412",22.53%,4.68
CPB,"9,553,016",22.60%,5.33
TBCH,"516,699",22.99%,10.34
AMCX,"484,967",23.58%,15.76
UHAL,"369,647",24.56%,7.63
TWST,"2,739,786",24.99%,10.70
PGEN,"9,920,993",25.45%,9.09
PLAY,"2,590,505",26.61%,4.88
CBRL,"2,277,705",27.73%,5.05
MNTS,"21,370,255",28.67%,0.58
BIRK,"2,511,118",31.05%,6.93
TNGX,"6,442,470",31.58%,9.53
LFVN,"707,676",33.85%,9.91
RH,"1,745,411",36.70%,4.78
AI,"6,946,769",38.59%,8.65
