Ticker,Volume,Short Float,Short Ratio
SION,"382,801",15.00%,12.72
HURA,"4,060,092",15.63%,4.28
RCEL,"237,324",15.67%,16.63
STAA,"1,721,033",15.72%,5.40
TDAY,"2,282,323",15.79%,10.71
PEB,"2,871,435",16.03%,7.50
DFTX,"2,018,337",16.03%,8.64
SYRE,"5,355,333",16.23%,14.04
OPTX,"5,663,262",16.51%,0.89
CAL,"743,711",16.64%,8.38
LITE,"6,466,725",16.68%,1.86
RLAY,"2,808,882",16.68%,8.06
HUT,"5,597,843",17.30%,3.51
INGM,"1,848,801",17.96%,3.80
ANAB,"601,618",17.97%,9.11
TSSI,"3,018,189",18.61%,2.89
UHAL,"588,790",18.82%,6.75
PENG,"1,912,718",18.99%,7.87
CAPR,"2,292,540",19.14%,7.59
ALLO,"87,260,285",19.77%,5.46
CRWV,"55,590,810",20.19%,2.37
INBX,"213,692",20.74%,10.17
NBIS,"23,301,370",20.88%,2.72
FC,"210,718",21.31%,9.71
HTZ,"12,349,619",21.45%,9.16
SPCE,"9,651,418",22.54%,3.98
APLS,"5,828,231",24.06%,4.99
BEAM,"3,338,129",25.15%,11.57
CAR,"4,988,241",26.13%,7.62
KPTI,"1,019,756",26.14%,5.44
WBTN,"398,096",26.32%,15.13
LOVE,"438,176",30.48%,13.73
MARA,"49,595,867",30.54%,2.34
LUNR,"20,841,269",31.06%,2.56
TNGX,"4,060,350",41.30%,12.36
WOLF,"2,136,623",43.40%,6.35
